,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,130.0,21.0,14.0,4.0,3.0,0.9911227680823161,0.9578544061302683,0.9578544061302683,0.9950635930988124,0.9522080633031963
model 1,130.0,21.0,14.0,4.0,3.0,0.991021890446888,0.9573754789272031,0.9573754789272031,0.9950078170504221,0.9516554728196085
model 2,129.0,21.0,14.0,4.0,3.0,0.9911227680823161,0.9578544061302683,0.9578544061302683,0.9950635930988124,0.9522080633031963
best model,130.0,21.0,14.0,4.0,3.0,0.9922856362643364,0.9627062706270627,0.9627062706270627,0.9957162894726866,0.9578715782727942
