,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,68.0,11.0,8.0,3.0,2.0,0.9992266047950502,0.992851732955335,0.992851732955335,0.9995913584232904,0.992419756481544
model 1,77.0,13.0,9.0,3.0,2.0,0.9992938565520024,0.9934736235025987,0.9934736235025987,0.9996268760869746,0.993081310350731
model 2,129.0,20.0,14.0,4.0,3.0,0.9991929789165742,0.9925407876817033,0.9925407876817033,0.9995736005379804,0.9920888493629357
best model,77.0,13.0,9.0,3.0,2.0,0.9992490442381212,0.9935370152761457,0.9935370152761457,0.999601521463503,0.9931201781570038
