,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,129.0,20.0,14.0,4.0,3.0,0.9920979185581222,0.9501061571125266,0.9501061571125266,0.9957275301273908,0.9447484795747183
model 1,129.0,20.0,14.0,4.0,3.0,0.9921987961935504,0.9507430997876858,0.9507430997876858,0.9957818682204822,0.9454663613219104
model 2,136.0,21.0,15.0,4.0,3.0,0.9921987961935504,0.9507430997876858,0.9507430997876858,0.9957818682204822,0.9454663613219104
best model,129.0,20.0,14.0,4.0,3.0,0.9928317859093392,0.9526173285198556,0.9526173285198556,0.9961375758690454,0.9477704162475663
