,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9901139917280339,0.9562628764708382,0.9562628764708382,0.9944580880860823,0.9499819954961172
model 1,0.05514497474095551,0.0550504797889344,0.9901139917280339,0.9562628764708382,0.9562628764708382,0.9944580880860823,0.9499819954961172
model 2,0.05514497474095551,0.0550504797889344,0.9901139917280339,0.9562628764708382,0.9562628764708382,0.9944580880860823,0.9499819954961172
best model,0.05514497474095551,0.0550504797889344,0.9901693063899508,0.9567307692307692,0.9567307692307692,0.9944852941176471,0.9504955816067302
