,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9823800396785366,0.9179952233500446,0.9179952233500446,0.9903549234048962,0.8913393215216133
model 1,0.05514497474095551,0.0550504797889344,0.9823800396785366,0.9179952233500446,0.9179952233500446,0.9903549234048962,0.8913393215216133
model 2,0.05514497474095551,0.0550504797889344,0.9823800396785366,0.9179952233500446,0.9179952233500446,0.9903549234048962,0.8913393215216133
best model,0.05514497474095551,0.0550504797889344,0.9824549426542872,0.9201404650824742,0.920140465082474,0.9904065101347569,0.8900775509742085
