,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9903157469988905,0.9656276229550835,0.9656276229550835,0.9947271436328813,0.935468467004536
model 1,0.05514497474095551,0.0550504797889344,0.9903157469988905,0.9656276229550835,0.9656276229550835,0.9947271436328813,0.935468467004536
model 2,0.05514497474095551,0.0550504797889344,0.9903157469988905,0.9656276229550835,0.9656276229550835,0.9947271436328813,0.935468467004536
best model,0.05514497474095551,0.0550504797889344,0.9883260513380666,0.9575551187658214,0.9575551187658213,0.9936372093023256,0.9230553630914075
