,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.44832239499149834,0.44826722171366973,0.9425669995628635,0.5,0.5,0.9704344809478237,0.0
model 1,0.44832239499149834,0.44826722171366973,0.9425669995628635,0.5,0.5,0.9704344809478237,0.0
model 2,0.44832239499149834,0.44826722171366973,0.9425669995628635,0.5,0.5,0.9704344809478237,0.0
best model,0.44832239499149834,0.44826722171366973,0.9416985253959584,0.5,0.5,0.96997398213909,0.0
