,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9313023302733784,0.8751813959710967,0.8751813959710967,0.9550162883141174,0.8232588991102258
model 1,0.07724466026408662,0.07715237550163678,0.9309324456101415,0.8743717809089465,0.8743717809089467,0.9547909083555489,0.8223354380054083
model 2,0.05514497474095551,0.0550504797889344,0.9313023302733784,0.8751813959710967,0.8751813959710967,0.9550162883141174,0.8232588991102258
best model,0.05514497474095551,0.0550504797889344,0.9331649371927908,0.8768095437363344,0.8768095437363344,0.9564946895969426,0.8247593608743866
