,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9978815696560073,0.98964156303362,0.98964156303362,0.9988215456486024,0.9884212790860557
model 1,0.05514497474095551,0.0550504797889344,0.9978815696560073,0.98964156303362,0.98964156303362,0.9988215456486024,0.9884212790860557
model 2,0.05514497474095551,0.0550504797889344,0.9978815696560073,0.98964156303362,0.98964156303362,0.9988215456486024,0.9884212790860557
best model,0.05514497474095551,0.0550504797889344,0.9987028945931186,0.9933426769446392,0.9933426769446392,0.9992819621329504,0.9926073824491783
