,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9854736204983355,0.9675718894521147,0.9675718894521147,0.9910105052307202,0.9536804517116219
model 1,0.05514497474095551,0.0550504797889344,0.9854736204983355,0.9675718894521147,0.9675718894521147,0.9910105052307202,0.9536804517116219
model 2,0.05514497474095551,0.0550504797889344,0.9854736204983355,0.9675718894521147,0.9675718894521147,0.9910105052307202,0.9536804517116219
best model,0.05514497474095551,0.0550504797889344,0.9842981977061714,0.9660050674623987,0.9660050674623987,0.9902649623296368,0.9501795067750479
