,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.31559253847951657,0.31552409088860545,0.7950502706883217,0.776869660848333,0.776869660848333,0.8344549752714167,0.5756086881621806
model 1,0.40967265910574424,0.40961362046779104,0.7945795083896566,0.7774261293836648,0.777426129383665,0.833230983679878,0.5743188010182855
model 2,0.31559253847951657,0.31552409088860545,0.7950502706883217,0.776869660848333,0.776869660848333,0.8344549752714167,0.5756086881621806
best model,0.31559253847951657,0.31552409088860545,0.8055707263790278,0.7874080797194047,0.7874080797194047,0.8434132394985705,0.5947940359282723
