,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9594808164363294,0.7651072124756336,0.7651072124756336,0.9783094382182497,0.7124713641197272
model 1,0.08507189687305547,0.08498039491254672,0.959346312922425,0.7643274853801169,0.7643274853801169,0.9782390295654633,0.711368410878883
model 2,0.05514497474095551,0.0550504797889344,0.9594808164363294,0.7651072124756336,0.7651072124756336,0.9783094382182497,0.7124713641197272
best model,0.05514497474095551,0.0550504797889344,0.9617695248498088,0.768595041322314,0.768595041322314,0.979588861350051,0.7181221408943208
