,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.25953041355590134,0.25945635919182053,0.8224553616463229,0.8201692184677282,0.8201692184677282,0.8023803682883601,0.6414024849887688
model 1,0.31559253847951657,0.31552409088860545,0.8222199804969904,0.8203432965125209,0.8203432965125207,0.8030665889396772,0.6411661948600139
model 2,0.27111599703894323,0.27104310134907816,0.8220854769830862,0.819843888056969,0.819843888056969,0.8020828192072659,0.6406828886406905
best model,0.25953041355590134,0.25945635919182053,0.8344483888585472,0.8317047724293196,0.8317047724293196,0.8146449591072383,0.6654001622955686
