,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.956151854467198,0.7753523893886047,0.7753523893886046,0.9765864529791036,0.6425165377199633
model 1,0.05514497474095551,0.0550504797889344,0.956151854467198,0.7753523893886047,0.7753523893886046,0.9765864529791036,0.6425165377199633
model 2,0.05514497474095551,0.0550504797889344,0.956151854467198,0.7753523893886047,0.7753523893886046,0.9765864529791036,0.6425165377199633
best model,0.05514497474095551,0.0550504797889344,0.9567176406335336,0.7924422645747764,0.7924422645747764,0.9768071407667545,0.6601368027620119
