,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9541343017586335,0.7236543976743922,0.7236543976743922,0.9757844458516461,0.5620431163757962
model 1,0.05514497474095551,0.0550504797889344,0.9541679276371094,0.7236723884631083,0.7236723884631083,0.9758026236197591,0.5623140796673033
model 2,0.05514497474095551,0.0550504797889344,0.9541679276371094,0.7236723884631083,0.7236723884631083,0.9758026236197591,0.5623140796673033
best model,0.05514497474095551,0.0550504797889344,0.9541234298197706,0.7403994776348226,0.7403994776348226,0.9756627553237723,0.5945217473823942
