,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9870204109082349,0.9859089361240451,0.9859089361240451,0.9838492374825014,0.97302464524833
model 1,0.05514497474095551,0.0550504797889344,0.9870204109082349,0.9859089361240451,0.9859089361240451,0.9838492374825014,0.97302464524833
model 2,0.05514497474095551,0.0550504797889344,0.9870204109082349,0.9859089361240451,0.9859089361240451,0.9838492374825014,0.97302464524833
best model,0.05514497474095551,0.0550504797889344,0.986004915346805,0.9844408193689294,0.9844408193689294,0.9823504089539389,0.9708010223251018
