,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.0888928365733604,0.0888017167450349,0.8196307878543326,0.5005905873714276,0.5005905873714277,0.9008502948530026,0.017963287867474455
model 1,0.05514497474095551,0.0550504797889344,0.8194626584619523,0.500778544877995,0.500778544877995,0.9007339451113907,0.02360236894171037
model 2,0.05514497474095551,0.0550504797889344,0.8194626584619523,0.500778544877995,0.500778544877995,0.9007339451113907,0.02360236894171037
best model,0.05514497474095551,0.0550504797889344,0.824412889131622,0.5016112115664874,0.5016112115664874,0.9036848412222888,0.035006928537773686
