,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9755203604694173,0.8080766951856498,0.8080766951856498,0.9872049252599736,0.7149561310920375
model 1,0.05514497474095551,0.0550504797889344,0.9755203604694173,0.8080766951856498,0.8080766951856498,0.9872049252599736,0.7149561310920375
model 2,0.05514497474095551,0.0550504797889344,0.9754867345909412,0.8077420231642308,0.8077420231642308,0.9871875404392005,0.7145049097245971
best model,0.05514497474095551,0.0550504797889344,0.9734434735117422,0.7931014119185935,0.7931014119185935,0.9861175546911246,0.6928960269670492
