,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9909882645684118,0.9610884945448137,0.9610884945448137,0.9950926344588064,0.9402913643299531
model 1,0.05514497474095551,0.0550504797889344,0.9909882645684118,0.9610884945448137,0.9610884945448137,0.9950926344588064,0.9402913643299531
model 2,0.05514497474095551,0.0550504797889344,0.9909882645684118,0.9610884945448137,0.9610884945448137,0.9950926344588064,0.9402913643299531
best model,0.05514497474095551,0.0550504797889344,0.9895548880393228,0.9550003281609378,0.9550003281609378,0.9943090942904965,0.9312078429729481
