,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9204747974040822,0.5014765265353369,0.5014765265353369,0.9585807285663761,0.03924637559202398
model 1,0.05514497474095551,0.0550504797889344,0.9204747974040822,0.5014765265353369,0.5014765265353369,0.9585807285663761,0.03924637559202398
model 2,0.44832239499149834,0.44826722171366973,0.9202394162547497,0.5,0.5,0.9584632081309027,0.0
best model,0.05514497474095551,0.0550504797889344,0.9221054068814856,0.502615518744551,0.502615518744551,0.9594570585936111,0.06945070899133723
