,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.07724466026408662,0.07715237550163678,0.9673492719997311,0.7334205494994652,0.7334205494994652,0.9829626146085474,0.623770811162959
model 1,0.05514497474095551,0.0550504797889344,0.9676855307844918,0.7400428349399976,0.7400428349399976,0.9831278130252596,0.6298476396628989
model 2,0.05514497474095551,0.0550504797889344,0.9676855307844918,0.7400428349399976,0.7400428349399976,0.9831278130252596,0.6298476396628989
best model,0.05514497474095551,0.0550504797889344,0.9677089022392136,0.7568238279971454,0.7568238279971454,0.9830714720303497,0.659205816505286
