,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.8812670231009786,0.8743871731821002,0.8743871731821002,0.9076781126890764,0.7418261128818063
model 1,0.05514497474095551,0.0550504797889344,0.8812670231009786,0.8743871731821002,0.8743871731821002,0.9076781126890764,0.7418261128818063
model 2,0.05514497474095551,0.0550504797889344,0.8812670231009786,0.8743871731821002,0.8743871731821002,0.9076781126890764,0.7418261128818063
best model,0.05514497474095551,0.0550504797889344,0.8842845439650464,0.8765221041943294,0.8765221041943295,0.9096048210762092,0.7490230677887438
