,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.34690625038651435,0.34684093447996234,0.8395373079121692,0.8327128469556605,0.8327128469556605,0.8626162348391752,0.6706594611836677
model 1,0.27111599703894323,0.27104310134907816,0.8404788325094993,0.8335750506155898,0.8335750506155898,0.8635102372732804,0.6725738050167255
model 2,0.2350881341655424,0.23501163532907532,0.8399744443323582,0.8330848306003927,0.8330848306003927,0.8630605677034509,0.6715414680699325
best model,0.27111599703894323,0.27104310134907816,0.8453713817586018,0.838650113502842,0.838650113502842,0.8684134084703422,0.6814740716286668
