,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.13427115976435278,0.134184578222175,0.9844648441440532,0.9680122698952788,0.9680122698952788,0.9901301188912158,0.9542109161449724
model 1,0.13427115976435278,0.134184578222175,0.9844648441440532,0.9680122698952788,0.9680122698952788,0.9901301188912158,0.9542109161449724
model 2,0.13427115976435278,0.134184578222175,0.9844648441440532,0.9680122698952788,0.9680122698952788,0.9901301188912158,0.9542109161449724
best model,0.13427115976435278,0.134184578222175,0.988803932277444,0.9762745274748683,0.9762745274748684,0.9928788536691272,0.9670465194875325
