,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9214163220014123,0.51979510584095,0.5197951058409501,0.9589620201002004,0.17728493256224045
model 1,0.05514497474095551,0.0550504797889344,0.9214499478798883,0.5200016320697811,0.5200016320697811,0.9589788565749391,0.1783421619709943
model 2,0.05514497474095551,0.0550504797889344,0.9214163220014123,0.51979510584095,0.5197951058409501,0.9589620201002004,0.17728493256224045
best model,0.05514497474095551,0.0550504797889344,0.9214227198252322,0.5209827399528693,0.5209827399528691,0.958955889170203,0.17519933168411514
