,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9256195568109217,0.5383172050813996,0.5383172050813995,0.9611235934895199,0.2401377460396019
model 1,0.05514497474095551,0.0550504797889344,0.9256195568109217,0.5383172050813996,0.5383172050813995,0.9611235934895199,0.2401377460396019
model 2,0.05514497474095551,0.0550504797889344,0.9256195568109217,0.5383172050813996,0.5383172050813995,0.9611235934895199,0.2401377460396019
best model,0.05514497474095551,0.0550504797889344,0.9294784270890224,0.5462748428243098,0.5462748428243098,0.9631768438313193,0.2560994692802395
