,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.13427115976435278,0.134184578222175,0.9790510777094051,0.9688333398394283,0.9688333398394283,0.9847991454044588,0.9518837764969063
model 1,0.13427115976435278,0.134184578222175,0.9790510777094051,0.9688333398394283,0.9688333398394283,0.9847991454044588,0.9518837764969063
model 2,0.13427115976435278,0.134184578222175,0.9790510777094051,0.9688333398394283,0.9688333398394283,0.9847991454044588,0.9518837764969063
best model,0.13427115976435278,0.134184578222175,0.9812261059530312,0.9722745825012531,0.9722745825012531,0.9862396797598199,0.9573726449245207
