,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.44096734666280424,0.4409114378065849,0.8461279800934799,0.8379206378027112,0.8379206378027112,0.8703634746141612,0.6821424100863824
model 1,0.8839968075971915,0.8839852061178033,0.8464642388782407,0.8364649358885489,0.8364649358885489,0.8718166849892187,0.682660839327784
model 2,0.31559253847951657,0.31552409088860545,0.8468677494199536,0.8389958534479743,0.8389958534479743,0.8707819124759606,0.6837494841673776
best model,0.31559253847951657,0.31552409088860545,0.852607864554888,0.8435258899775966,0.8435258899775968,0.8771410686849144,0.694056926286981
