,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.8839968075971915,0.8839852061178033,0.7666700292545142,0.7661480985560029,0.7661480985560027,0.7806552990640828,0.5361003918342756
model 1,0.587690522611952,0.5876492875407061,0.7689565889908874,0.7686213100451803,0.7686213100451803,0.7785773123949875,0.5389025889551191
model 2,0.4195988910627388,0.41954084514725354,0.7686539560846026,0.7684442953966176,0.7684442953966176,0.7753432356432374,0.5375934566554701
best model,0.587690522611952,0.5876492875407061,0.787616056799563,0.7877104227241581,0.7877104227241581,0.793932569384646,0.5766069734172296
