,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.6389253169239046,0.6128025757147333,0.6128025757147333,0.7149296467242842,0.24218844501599937
model 1,0.05514497474095551,0.0550504797889344,0.6389253169239046,0.6128025757147333,0.6128025757147333,0.7149296467242842,0.24218844501599937
model 2,0.05514497474095551,0.0550504797889344,0.6389253169239046,0.6128025757147333,0.6128025757147333,0.7149296467242842,0.24218844501599937
best model,0.05514497474095551,0.0550504797889344,0.6295057345712726,0.6090995043506743,0.6090995043506743,0.6992518703241895,0.22858004412203553
