,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9274353542486299,0.5168627474089155,0.5168627474089155,0.9622518238047872,0.15953382151941056
model 1,0.05514497474095551,0.0550504797889344,0.9274353542486299,0.5168627474089155,0.5168627474089155,0.9622518238047872,0.15953382151941056
model 2,0.05514497474095551,0.0550504797889344,0.9274353542486299,0.5168627474089155,0.5168627474089155,0.9622518238047872,0.15953382151941056
best model,0.05514497474095551,0.0550504797889344,0.9335745494265428,0.5157756538718462,0.5157756538718463,0.96556849145405,0.15427885709779215
