,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9892060930091798,0.9869299573071345,0.9869299573071345,0.9908915306067559,0.9778959772479694
model 1,0.05514497474095551,0.0550504797889344,0.9892060930091798,0.9869299573071345,0.9869299573071345,0.9908915306067559,0.9778959772479694
model 2,0.05514497474095551,0.0550504797889344,0.9892060930091798,0.9869299573071345,0.9869299573071345,0.9908915306067559,0.9778959772479694
best model,0.05514497474095551,0.0550504797889344,0.988599126160568,0.9860461229946524,0.9860461229946523,0.9904544155472992,0.9765804341017364
