,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9584720400820471,0.7338367297905468,0.7338367297905468,0.9781567318401189,0.5732547727697088
model 1,0.05514497474095551,0.0550504797889344,0.9584720400820471,0.7338367297905468,0.7338367297905468,0.9781567318401189,0.5732547727697088
model 2,0.05514497474095551,0.0550504797889344,0.9584720400820471,0.7338367297905468,0.7338367297905468,0.9781567318401189,0.5732547727697088
best model,0.05514497474095551,0.0550504797889344,0.9578782086291644,0.7485315103780571,0.7485315103780571,0.977734473674714,0.6033486423908074
