,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9872221661790914,0.9409883267703544,0.9409883267703544,0.9930257636567551,0.9179938097172761
model 1,0.05514497474095551,0.0550504797889344,0.9872221661790914,0.9409883267703544,0.9409883267703544,0.9930257636567551,0.9179938097172761
model 2,0.05514497474095551,0.0550504797889344,0.9872221661790914,0.9409883267703544,0.9409883267703544,0.9930257636567551,0.9179938097172761
best model,0.05514497474095551,0.0550504797889344,0.9861414527580558,0.9386248263285355,0.9386248263285356,0.9924369434819864,0.9106808117363766
