,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.2350881341655424,0.23501163532907532,0.8226234910387035,0.8153576729344332,0.8153576729344332,0.7878040279396955,0.6368770839443807
model 1,0.4000387826044875,0.39997878048253577,0.8223208581324187,0.8159636127856578,0.8159636127856578,0.7891269623987487,0.6364622420905097
model 2,0.34690625038651435,0.34684093447996234,0.8232623827297488,0.8165700433212058,0.8165700433212059,0.7896002169998155,0.6382914541723954
best model,0.34690625038651435,0.34684093447996234,0.8327416712179138,0.8260379269904153,0.8260379269904152,0.8007482108002603,0.6578876606203068
