,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.801439187598776,0.7652375692423105,0.7652375692423105,0.6900797892210382,0.5465728710798486
model 1,0.05514497474095551,0.0550504797889344,0.801439187598776,0.7652375692423105,0.7652375692423105,0.6900797892210382,0.5465728710798486
model 2,0.0888928365733604,0.0888017167450349,0.8012374323279196,0.7555957792436333,0.7555957792436333,0.6765881737292424,0.540996405518721
best model,0.05514497474095551,0.0550504797889344,0.8040688148552704,0.7677451584017825,0.7677451584017824,0.6936379163108454,0.552382503927884
