,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9672483943643028,0.7599269594314171,0.7599269594314171,0.9827432057244371,0.7006293704816899
model 1,0.05514497474095551,0.0550504797889344,0.9672483943643028,0.7599269594314171,0.7599269594314171,0.9827432057244371,0.7006293704816899
model 2,0.05514497474095551,0.0550504797889344,0.9672483943643028,0.7599269594314171,0.7599269594314171,0.9827432057244371,0.7006293704816899
best model,0.05514497474095551,0.0550504797889344,0.9686646641179684,0.7760440572760385,0.7760440572760385,0.9834469328140214,0.7237242558020993
