,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.34690625038651435,0.34684093447996234,0.8473385117186186,0.8391638906536641,0.8391638906536641,0.8713088319844672,0.6847936238469506
model 1,0.27111599703894323,0.27104310134907816,0.8468341235414775,0.8385732509259167,0.8385732509259166,0.8709293365343403,0.6837423192166431
model 2,0.40967265910574424,0.40961362046779104,0.8468004976630015,0.8385333944258758,0.8385333944258758,0.870901222929759,0.6836779346254084
best model,0.34690625038651435,0.34684093447996234,0.8510376843255052,0.8420078903654484,0.8420078903654485,0.8757120072909546,0.6909263408517873
