,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9791855812233093,0.9048523598962367,0.9048523598962367,0.9885872931147688,0.8743984427004236
model 1,0.05514497474095551,0.0550504797889344,0.9791855812233093,0.9048523598962367,0.9048523598962367,0.9885872931147688,0.8743984427004236
model 2,0.05514497474095551,0.0550504797889344,0.9791855812233093,0.9048523598962367,0.9048523598962367,0.9885872931147688,0.8743984427004236
best model,0.05514497474095551,0.0550504797889344,0.9771299836155106,0.8971597274882326,0.8971597274882326,0.98745365342122,0.8628096493930152
