,C,gamma,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,0.05514497474095551,0.0550504797889344,0.9568579979151955,0.7779831324316119,0.7779831324316119,0.9769737435328666,0.6455998662277858
model 1,0.05514497474095551,0.0550504797889344,0.9568579979151955,0.7779831324316119,0.7779831324316119,0.9769737435328666,0.6455998662277858
model 2,0.05514497474095551,0.0550504797889344,0.9568579979151955,0.7779831324316119,0.7779831324316119,0.9769737435328666,0.6455998662277858
best model,0.05514497474095551,0.0550504797889344,0.9591753140360458,0.8065766021502374,0.8065766021502375,0.9781320851312806,0.6759737844205149
