Feature,basinc,bennent,bnlwinc,ccgdbd,ccrdprs,chldhhe,crpdwk,edulvlpb,eduunmp,eiscedp,elgbio,elgcoal,elghydr,elgngas,elgnuc,emplrel,estsz,eudcnbf,euftf,eusclbf,gndr2,gndr3,gvsrdcc,hinctnta,iccohbt,icomdnp,icwhct,iorgact,isco08,jbspv,lbenent,lklmten,lknemny,lkredcc,lrscale,lvgptnea,marsts,nacer2,netustm,ownrdcc,pdjobev,pdjobyr,prtdgcl,rfgbfml,rfgfrpc,rlgblge,rlgdnm,rshipa2,rshipa3,rshpsts,sbbsntx,tporgwk,trstep,trstun,uemplwk,vteurmmb,wkdcorga,wkhct,wkhtot,wrkac6m,wrkctra,wrkprbf,yrbrn2,yrbrn3,average
ipsuces,3.832820264755745e-05,2.4987472174419995e-05,3.046444814184689e-05,2.070084570631062e-05,1.7929392504604724e-06,7.79189906504427e-05,1.9068754415969776e-05,5.346609746969774e-05,1.494325892269477e-05,6.463730979959217e-05,7.120219424754981e-06,0.0,7.200631486540215e-06,1.0675939899256512e-05,3.055551472663218e-06,3.0223018801791408e-05,5.6598650256268965e-05,7.537493334194624e-06,4.951286469855073e-07,1.17357147350064e-05,0.0,4.388505151217393e-05,0.0,0.0,7.440470677281351e-05,0.0002250365722001,1.3213125860347438e-05,5.011427925097186e-05,7.113272346099353e-05,2.750715635045101e-05,3.1715071786643386e-06,5.183574721412483e-05,9.662732724536948e-05,6.519366404929371e-05,4.464730425364201e-05,3.794912866766867e-06,5.072169277719287e-05,2.0424035483277878e-07,0.0001755337594032,3.611004722854423e-06,2.3148611551558664e-05,5.806371690971012e-05,1.6587434232647675e-05,4.1135350783497896e-05,0.0002045149667664,0.0002121929203332,0.0001203370738984,6.569241645770526e-06,1.8478531091053983e-05,1.521268955210696e-05,1.0211442283893482e-05,2.723774722223661e-06,1.8532589777610183e-06,8.48420523769535e-08,1.3380149720434612e-05,4.911914430377093e-05,2.0460138949671217e-05,8.26145923573257e-05,0.0001252333336995,6.75305241681863e-06,6.114291301081926e-05,0.0,4.661338285177014e-09,1.665842300431948e-05,4.0438526661121765e-05
imwbcnt,0.0059431829819549,0.0012208810404569,0.0038709517011259,0.0030727100934827,0.0025063366236985,0.0002581495350237,0.0152466581898226,0.0045434036427758,0.0009592692588334,0.0013407514735214,0.0021358074548549,0.0023855469743284,0.0026581207041399,0.0022379117176557,0.0029105399694677,0.0020347087752476,0.001208802153078,9.827052937193893e-07,5.032926807684451e-06,1.6431193433984788e-06,0.0011625662579261,4.9463380145431366e-05,0.003686523878669,2.746737662463472e-05,0.0023205141047892,0.0013705374710553,0.0009307366625596,0.0040743878548372,0.001741387789436,0.0027558558661045,0.0012593378255083,0.0030282287664531,0.0001525606849109,0.0017137891816628,0.0058894390091645,3.363260622861679e-06,0.0001930493018291,0.0004144245458777,0.0062005618017377,4.986585544346884e-05,0.0188576442315566,0.0002959718696229,0.0051978307500256,0.001395678247031,1.5226206356083296e-05,9.076858540710029e-05,0.0001649145830248,0.001160740353975,0.0222097417488439,0.0023253489577859,0.0024061749375125,0.0024833601152648,0.005808003133831,0.0082905553784948,0.0014063757075041,0.0001228007818436,0.0011989881728818,3.0071292416840197e-05,0.0001439684615418,0.002110302043344,0.0018476050041835,0.0006250438245555,0.0037688796588495,0.0155297608992085,0.0029539251072083017
basinc,,0.0013311665819738,5.646079551760773e-05,0.0006926195515077,0.0011493434258155,0.000121516368422,9.866253065021102e-07,0.0001390420781685,5.639889611721198e-05,0.0004048694709424,0.0016122458017544,0.0021071083656926,0.0007807413345291,0.001407809025666,0.0010799148603742,2.7608697140975813e-06,0.0007203762076708,0.0019345989778443,0.0012747269002904,0.0009359880623802,4.6989171071858495e-06,0.0001551360535066,0.0016165801499179,0.0,5.417843364319676e-05,0.0003072612449328,0.0017786490980157,3.800267560343583e-07,1.403098010343024e-05,0.0001910072651963,1.3024196144125143e-05,5.565512984967453e-06,0.0014819052118173,0.0009169934757779,0.0023763119015414,0.0010285903752633,1.512309887013773e-05,4.6294913748588674e-08,0.000101110941785,5.016442999739128e-06,6.587636303293572e-05,4.182347986550781e-05,3.518704574276216e-05,0.0009138905895377,0.0077561288685802,0.0006619002407553,0.0001841256170785,5.660949044844343e-06,0.000113025748988,1.4766223914913038e-05,8.665405423772386e-05,8.629146703887631e-06,0.0006720257831258,0.0031617045175629,1.626807154219555e-05,2.7666589324649995e-05,0.000157894106332,0.0001788464352698,0.0023252134015273,3.865205286409534e-07,8.038957120525133e-05,2.574515892000295e-05,0.0001494277711792,9.935811478875076e-05,0.0006770933045992517
wrdpimp,0.0017141094548611,0.0016272270042017,0.0007522664638062,0.0017737437914316,0.0012451170113603,0.0001526989461313,0.0002951129578224,0.0011386093369544,0.0023770785348201,0.0007019955689967,0.006864741656968,0.016698265309128,0.0143295945885802,0.0155631610244536,0.0109164182171277,0.000822250314991,0.0016220556625389,0.000120722042728,0.0062681224931598,0.0003944667824799,2.3321957661701197e-05,0.0002207630836117,0.0026199276783417,0.0003336107730144,0.0008207781348088,0.0007129940737924,0.0008021810121925,0.0019944655957899,0.0006914451164106,0.0007693104225023,0.0006290458791141,0.0027537003677781,0.0005886461773586,0.003241071156577,0.0007528871741479,0.0004988730432348,0.0004847740125616,0.000232776740167,0.0005068622111955,5.168015474616185e-06,0.0003476191664118,0.0004547249194409,6.029308696514558e-06,0.0024828554563355,0.0063438349133848,3.080419602187851e-05,8.337665353157015e-06,0.0015462375814562,0.0002149272069863,0.0007335659889552,0.001897073590475,0.0015054030732502,4.651399591341818e-05,0.0082905553784948,0.0008596219210324,0.0003133903481412,0.0012216774117868,3.0475618329064896e-05,6.485449132364473e-05,0.0009753286088645,0.0014748695868794,0.0008126750135943,0.0014441425521337,0.0002344063652513,0.0021156294397935644
eisced,0.0,0.0004534066875204,0.0,1.2414174286549897e-07,0.0,0.0215782310917803,0.2195217530534787,0.2492906205506442,0.0001091434698373,0.2650822957376255,0.0097252086076828,0.0086767495046422,0.0038409064586285,0.0070144350378374,0.0074780103122871,1.1272824880490286e-06,7.598593145447156e-05,0.2461044128340694,9.117491576101352e-05,0.2573350134814473,0.0874785399792862,0.2804151013058243,0.0096047206179984,0.0,0.2618346448797286,0.2681121074050912,2.6674563621845047e-06,1.3348149789854592e-07,5.965780346134054e-06,1.0636954583402224e-05,0.0009106950639129,0.0080967776691094,4.714708082690659e-06,7.108917210977262e-07,6.470487507644297e-06,0.3701717477451187,0.1893775770090852,5.7976069266326264e-08,0.0244359041048279,0.0070477267112913,0.1932797426785303,0.0001984272656534,0.000177244030914,1.168093788873663e-06,0.0430154587561072,0.0313193991191072,0.0271627040657762,0.0261671102850605,0.2707856566477902,0.2448295538401234,0.0002049174049324,1.8447141326490849e-06,0.0015858682116037,0.0052882646412359,5.993182123145623e-07,0.3470121684038084,0.0,1.699082567645521e-05,2.552363625858141e-05,1.7740080081908009e-06,2.616069874423433e-07,0.0001311701847452,0.0123328211782442,0.2488732696421786,0.066504803716957
tporgwk,2.06143378856406e-05,2.0731952766694985e-05,0.0002667526370359,0.0001108262817017,0.0,0.0001162636477479,0.0014271779985552,0.0093426737002538,0.0001275383176294,0.0058511418782327,0.0004350656894586,0.0002201297050198,0.0001136987601977,0.000646956543408,0.0002914683522128,0.0431179577602096,0.0494955218294871,0.0001476093524653,0.0002599140838577,9.954887340898488e-05,0.0003499744174557,0.0007166658753907,0.0006289041584303,0.0011020505321195,0.0064870466890663,0.0068978785781776,0.0460604130769621,0.0512826096886096,0.0479277146327381,0.0450891326037171,7.987967382361023e-05,0.0001001519122794,0.0025084880536828,9.462948243986576e-05,0.0021736032432126,0.0002056189625581,0.0008123446676797,0.0465220476780042,0.0009651706783478,0.0,0.0128158436174969,0.0010046911429818,0.0063318670320583,0.0001721313537159,0.0014787909590758,0.0005047936689236,0.0008637622725591,0.0016248636385306,0.0005373071997961,0.0087829844154581,0.0005822689127159,,4.34631848877348e-05,6.340277259152373e-05,9.763700992987452e-05,0.0002939226779878,0.0444243500539935,0.0787398072902798,0.0443646364246773,0.0156037296514317,0.0623806746237327,8.937327004612308e-05,0.0009922496002791,0.0004483954832809,0.010386616866073964
sclmeet,0.000108470464525,1.9762212869137564e-06,6.978295953005708e-05,3.308493751129148e-05,3.161982654111766e-05,9.573819188300343e-05,8.276911858655244e-06,7.683937483137991e-05,5.5280014302934806e-05,6.680956009609555e-05,2.5476838497741825e-05,1.7200429766883635e-05,0.0001491460461395,3.394499104946477e-05,7.847515004844071e-05,5.159278550113175e-05,3.425933273732125e-05,6.562882776849253e-05,0.0001160124572133,0.0001047762702994,1.0957437871887708e-05,0.0001599173888185,4.572908744042169e-06,4.023400665030864e-06,5.553675974608773e-05,5.592594484268937e-05,6.555485727502819e-05,8.867478837688245e-05,9.172101330227492e-05,4.742590990426567e-05,9.069076407938288e-05,7.546412216629819e-05,5.724349953530109e-05,1.705595938825762e-05,7.74102676110804e-05,6.724330642870473e-06,2.0621605305817776e-05,7.832129260153619e-07,0.0002971208765094,3.6389512841931453e-08,2.0933833292329555e-05,1.377599340223927e-06,2.340511738082945e-05,0.001395678247031,0.0005792933067302,0.0002518240463276,0.0003429757761099,3.989771801231307e-05,0.0001768115112901,8.731677017052297e-05,3.428304222742743e-08,8.71795318993624e-06,1.00005577836606e-05,2.0462174426520236e-05,0.0001643053095747,0.0001058604468534,5.554535311280138e-06,3.0071292416840197e-05,0.0001439684615418,2.218025618510856e-07,4.849785953719023e-05,8.520824720965812e-06,2.9595917843002567e-05,0.0001531892875352,9.53182446974324e-05
elgsun,4.574975141676245e-05,3.0647483384819133e-06,6.6787184734313385e-06,4.538192534386097e-06,6.410607576790946e-05,6.693359538521595e-06,2.935473239038073e-05,5.263379719933442e-05,9.365974472750126e-05,9.68470198676478e-05,5.9310498023588094e-05,0.0028189731923033,0.0026581207041399,3.278445124773657e-05,0.0029105399694677,5.034119158221061e-05,8.353515420036369e-05,1.3031787013379666e-06,1.9981637323615263e-06,5.688211717964948e-05,6.4977947246971e-06,0.0001687073596837,1.177850707582872e-05,0.0,6.022291102381792e-05,8.316801409783464e-05,6.121650002032524e-05,5.646934345790309e-05,2.977249445795824e-05,2.340376616636009e-05,0.00010809197488,8.996035029567108e-05,3.440955364938375e-05,2.696671842744783e-06,5.914576769977751e-06,7.987829347434757e-07,1.1698152833145725e-05,2.0035120067565386e-06,0.0062005618017377,1.653798808591451e-06,4.707211112807262e-05,1.5682395883667502e-05,3.66546253604954e-05,0.0049542109575494,9.86129977365009e-05,9.076858540710029e-05,0.0001649145830248,2.1174036328255e-06,0.0001041917658171,5.990272583695972e-05,3.683372129877946e-05,3.5731991063350823e-06,0.005808003133831,2.7488463696066155e-05,0.0043005834540564,0.0001111224491852,8.162168065707767e-05,5.188599460719688e-05,0.0001087408537823,1.4075211345046503e-05,0.0001152062676226,2.723096966959396e-06,7.044139465417512e-06,0.0001427845943944,0.0005065930474795523
ipmodst,3.832820264755745e-05,2.4987472174419995e-05,3.046444814184689e-05,2.070084570631062e-05,1.7929392504604724e-06,7.79189906504427e-05,2.5918958536234345e-05,6.140857543410443e-06,1.494325892269477e-05,1.9009159691426807e-05,7.120219424754981e-06,0.0,7.200631486540215e-06,1.0675939899256512e-05,0.0,3.0223018801791408e-05,5.6598650256268965e-05,7.537493334194624e-06,9.700593074886934e-06,1.17357147350064e-05,0.0,4.388505151217393e-05,0.0,0.0,7.440470677281351e-05,8.556649493824844e-06,1.3213125860347438e-05,5.011427925097186e-05,1.6405729857279353e-05,2.750715635045101e-05,3.1715071786643386e-06,5.183574721412483e-05,9.662732724536948e-05,6.519366404929371e-05,4.464730425364201e-05,3.794912866766867e-06,6.41470831157062e-05,2.0424035483277878e-07,0.0001755337594032,3.611004722854423e-06,3.734767059610498e-05,0.0001039260909525,1.6587434232647675e-05,9.209371909715275e-06,9.494434855325123e-06,0.0002121929203332,0.0001203370738984,6.569241645770526e-06,1.8478531091053983e-05,1.521268955210696e-05,1.0211442283893482e-05,2.723774722223661e-06,1.8532589777610183e-06,8.48420523769535e-08,1.3380149720434612e-05,4.911914430377093e-05,2.0460138949671217e-05,8.26145923573257e-05,0.0001314008705049,6.75305241681863e-06,6.114291301081926e-05,0.0,4.661338285177014e-09,1.665842300431948e-05,3.2650208851394465e-05
actrolga,6.674714855156133e-05,2.487579159922325e-05,5.388846147362472e-05,5.151516283917468e-05,7.581076479005907e-06,0.0028243696630952,0.0135408889032171,0.0031806499112064,2.7652774618997664e-05,0.0028278086204022,7.903778859049538e-06,7.465917739925898e-05,1.2982706531065248e-05,4.877827153795603e-07,0.0,7.828402746796242e-05,3.399957091290296e-05,4.868286008222212e-06,1.9687764755888395e-06,3.22009037297072e-06,2.581725852392994e-06,0.0006759479636618,9.930580127310488e-08,0.0,0.0002626037398584,0.0001560572058916,5.348079010443148e-05,6.399066892076992e-05,6.678432844642774e-06,9.755478061571958e-06,4.908618004467365e-06,2.4146842414434043e-05,0.0003586751288561,3.397061169993679e-05,3.7214945929631855e-06,0.0001907366758528,0.002998818866378,2.6560350827963534e-07,0.2581653432582737,2.7514558991194575e-07,0.0158142163879199,0.0156445720184972,9.818031624648233e-06,6.080191590187817e-05,0.0020351259145819,0.001648235158621,0.0024397793683244,7.329533478122761e-06,0.0006538722343175,4.805698102369618e-05,1.431499570325494e-05,6.810526547319163e-06,2.7826940276167665e-05,4.724883723882797e-05,0.0001638277327076,0.0001178654289678,3.3897601209840264e-06,3.397839098835543e-05,3.495865592875448e-05,0.0,6.543172218296769e-05,1.126435151972265e-06,3.339947438811852e-05,0.0011016875553548,0.005091407551034995
contplt,0.0002640246388371,5.84499639327421e-06,7.420456323403839e-06,2.6979512770296696e-05,5.147933696690653e-06,5.584915396087778e-05,9.715686720069826e-06,0.0002307743877077,2.8115605368552694e-06,0.0002782762495803,9.562331886366646e-05,2.2336552851832383e-05,2.2024040627160437e-05,8.612652726563985e-06,2.845218400373697e-05,3.361339590144618e-05,1.2086105677283346e-05,9.655789649028023e-06,1.485396223168062e-05,3.235393019730937e-06,2.4627712726019706e-06,8.196189869453089e-05,3.5266804377629064e-05,0.0,0.0002687205659872,0.0002702980406539,4.1454003597395066e-05,4.058111067528736e-05,1.1677838166244018e-05,1.4584185291458691e-05,0.0,1.7440156791740235e-05,6.247903836241613e-05,1.2909380292082348e-05,2.1157472100750055e-05,1.772176689660734e-06,0.0001061562704428,3.4155338816405036e-08,6.235772836565349e-05,8.684989222496507e-07,7.541322916608307e-05,0.0001574286312643,6.738448728206869e-06,0.0001012622789535,1.5226206356083296e-05,6.208552363121676e-05,8.512196324415122e-05,4.105622023560777e-06,4.6489889884471485e-05,0.0001321798109155,4.407456026412908e-05,8.705490230079006e-06,0.0001313615185298,0.0003392443521281,4.478050564671915e-05,1.5693316968764475e-05,3.3171609182924683e-06,0.0025765638965387,0.0033019909200828,2.0881794014725845e-05,1.1659419635940632e-05,1.4304596946929385e-05,3.3911624524594373e-05,5.025469036227509e-05,0.0001480049299853131
hmsfmlsh,1.1213726378102648e-05,6.023325768056773e-06,3.3566354616280702e-06,1.644346979806231e-05,0.0,5.584915396087778e-05,9.715686720069826e-06,0.0002307743877077,0.0,0.0002782762495803,9.562331886366646e-05,2.2336552851832383e-05,2.2024040627160437e-05,8.612652726563985e-06,6.505459653966905e-05,2.006311158601372e-05,2.36098309798648e-05,9.655789649028023e-06,1.485396223168062e-05,3.235393019730937e-06,5.89314208568848e-06,3.3146113479843914e-05,1.2760080061667858e-05,0.0,0.0002687205659872,0.0002702980406539,1.2491599061843635e-05,0.0001387041744721,2.5556847341415404e-05,6.815961086938707e-05,5.305350044608837e-05,5.565512984967453e-06,7.39615000860875e-05,1.2909380292082348e-05,2.1157472100750055e-05,1.772176689660734e-06,2.8652321753590903e-05,8.516198782267193e-07,0.0001172098842817,3.9472320474949706e-07,7.541322916608307e-05,0.0001574286312643,6.738448728206869e-06,1.3559135446473436e-05,9.005284554257856e-05,1.3981030529609542e-05,2.32805269719806e-05,0.0002165916845084,4.700984021445746e-05,0.0001321798109155,4.407456026412908e-05,0.0001210684810114,0.0001313615185298,0.0003392443521281,1.626807154219555e-05,6.722825130553969e-05,0.0001965194367145,0.0009151051347324,0.0242769820672212,0.0001809617014969,2.297783686745524e-05,9.4118492460943e-06,6.726078319103088e-05,4.295296116083454e-05,0.00045711925529500196
dscrntn,0.0,0.0,1.329480123190575e-07,4.227193259289901e-06,1.7868927884820154e-06,0.2584497872655625,6.90403503011965e-05,0.2492906205506442,4.268390335397999e-06,0.2650822957376255,0.0,1.1424580630994755e-07,0.0,0.0,0.0,0.0431179577602096,0.001208802153078,1.1676138724214344e-06,0.0,4.57762920589934e-06,8.369040310584854e-07,0.2804151013058243,2.926569600706068e-07,0.0857679572975207,0.2618346448797286,0.2681121074050912,0.0460604130769621,0.0512826096886096,0.0264891957693122,0.0450891326037171,0.0,0.0,2.2294738030904948e-05,0.0,0.0478512902717335,1.7868656007955805e-05,3.979556985512598e-05,0.0318520757018087,1.535393822437573e-05,0.0,6.107424332008932e-05,7.360763367466469e-05,0.1596193651796913,0.000185917125952,0.0480842341904756,0.2552416806496022,0.2250413455776609,0.0006160658155471,0.2707856566477902,0.2448295538401234,1.8410186159904772e-06,0.0229809380993391,8.562375325180937e-06,1.807045901509361e-06,1.5203927106398748e-05,0.3470121684038084,0.022778157707918,0.0096949703549799,1.3247879033324876e-05,0.0156037296514317,1.750264225310404e-06,0.0,0.0003246397798509,0.2488732696421786,0.059905227128869844
ctzcntr,9.702748149165364e-06,0.0,3.4768376376928026e-06,6.2241451790767005e-06,0.0,1.1026801319828594e-06,3.474312506588052e-06,4.941960260932859e-05,4.799907457456491e-06,5.095302297677488e-05,1.973113113897812e-06,3.373773698981286e-06,6.322779484221313e-06,0.0,0.0,6.23990251145536e-07,1.5139869375676775e-05,2.548144382434948e-07,1.6237670025292592e-06,1.126340791297181e-06,1.600254575302036e-05,8.638786490646761e-06,0.0,0.0,5.38749184116468e-05,6.748837756300597e-05,3.500292410621367e-06,1.1347982468777996e-06,7.515358630355607e-06,3.6121597235387625e-06,0.0,3.284792706502152e-07,5.199319030808605e-07,4.246363113105863e-06,0.0,0.0,9.457384672153376e-06,0.0,1.4216264104732667e-05,0.0,8.106192080478498e-06,9.528678138671818e-06,0.0,2.35639373848247e-06,1.7250964964781622e-06,4.988024318594365e-05,4.922438250137997e-05,2.176272655054025e-05,8.123002889980337e-06,6.570346763590258e-05,2.3821377796040905e-07,0.0,0.0,1.2326142018398776e-05,6.492988622881379e-07,7.000835429772682e-05,0.0,7.538651723726153e-06,4.464718346137424e-05,0.0,0.0,1.7781690048413985e-06,1.7948453652807026e-07,8.712200459839912e-06,1.113461322590682e-05
gvsrdcc,7.232264088403505e-06,8.075213169770175e-07,6.348584701534776e-05,0.0061930489982137,0.0050418819542856,0.0001682914429626,8.523082247248551e-05,1.2329237199457208e-05,2.809531836619996e-05,3.813804467165492e-05,2.265182025154276e-05,6.220566951454209e-05,0.0004248081125128,2.561762458490315e-05,0.000460147086325,5.403269839430912e-05,0.0006053439153273,6.641871285908479e-08,7.296352052745253e-05,1.958773983743886e-07,4.578480302747639e-07,3.380952783423294e-05,,1.9497874973521707e-06,1.4881756810422352e-05,1.9999773977990937e-05,0.0002001967594641,0.0001343407862466,4.06092796223784e-05,0.0001149190224557,9.321444498832344e-07,0.0061821413462857,3.440955364938375e-05,0.0055894517380304,3.865050877678039e-05,5.815033058027848e-06,1.0702694288277732e-05,2.0678196395186253e-06,0.0001229338744864,0.0023876557123477,3.706762448974107e-05,0.0003311298523721,1.2117330242555654e-05,6.442255285899596e-05,0.0063438349133848,8.457712565163989e-05,6.863614048194887e-05,1.018620090560055e-05,3.778617715392909e-05,5.448564872275793e-06,4.868294677453491e-06,0.0003052394475799,5.9197539837480784e-05,1.9784752643141854e-05,1.0654084411058475e-05,1.8242611856029173e-05,0.000175897345535,5.495718772932299e-05,0.000473595451282,0.0002903602223929,8.409646586089369e-05,1.8657757085030783e-05,1.1958764794597054e-05,7.570182858827353e-05,0.0005857288475837984
sbeqsoc,1.1213726378102648e-05,1.765495282485599e-05,3.3566354616280702e-06,1.644346979806231e-05,0.0,0.0002378426725063,0.0002376863216874,4.8446886102126864e-05,0.0,6.931513729325472e-05,6.779374139693227e-06,3.000187741734894e-05,0.0001606744541111,0.001407809025666,6.505459653966905e-05,5.368650115951567e-05,2.293265155809939e-05,2.121179746309388e-06,0.0001369988222771,1.7283370117750224e-06,4.6989171071858495e-06,4.747979830142408e-05,1.2760080061667858e-05,2.2858487250432595e-05,0.0002626037398584,0.0001560572058916,5.590226828952503e-05,3.243508320036532e-05,1.1886882618048571e-05,4.224792851812968e-05,0.00010809197488,5.565512984967453e-06,9.4709599715368e-06,3.780216776691676e-06,0.0003668896899646,0.0001173451110851,3.242615867264197e-05,1.3674007311170558e-06,0.0001172098842817,5.016442999739128e-06,0.0004177805235227,7.747228495066015e-05,3.641683557999518e-07,1.3559135446473436e-05,9.005284554257856e-05,0.0001031175209901,0.0001903780242618,5.660949044844343e-06,2.603210696163701e-05,4.805698102369618e-05,9.248042720300468e-05,4.141338594926144e-06,0.0006720257831258,0.0003680409477564,1.626807154219555e-05,2.5966622215962712e-05,9.32724610716997e-06,1.6672988304481206e-06,5.820538216137837e-05,1.1402331690023895e-05,8.342649419220984e-06,9.4118492460943e-06,0.0001494277711792,0.0001226846285891,0.0001010579258263192
wrkorg,0.0002640246388371,0.0012208810404569,7.420456323403839e-06,2.6979512770296696e-05,5.147933696690653e-06,2.605325448123773e-05,0.0152466581898226,0.0034833590127359,2.8115605368552694e-06,0.0014681325980645,0.0021358074548549,0.0023855469743284,2.2024040627160437e-05,0.0022379117176557,2.845218400373697e-05,0.0005410668591536,0.0006053439153273,9.827052937193893e-07,1.485396223168062e-05,1.6431193433984788e-06,0.0011625662579261,4.9463380145431366e-05,3.5266804377629064e-05,2.746737662463472e-05,0.0023208771898702,0.0009763351142515,0.0009307366625596,0.0014559805906134,0.0005944105214184,0.0007578664597211,0.0020073984170715,1.7440156791740235e-05,0.0001525606849109,0.0017137891816628,0.0058894390091645,0.1349827658406958,0.0022463462859368,6.484000109801505e-05,6.235772836565349e-05,8.684989222496507e-07,0.0188576442315566,0.0001574286312643,6.738448728206869e-06,0.0001012622789535,1.5226206356083296e-05,6.208552363121676e-05,8.512196324415122e-05,0.001160740353975,0.0222097417488439,0.0019274861130426,0.0024061749375125,0.0007399838114707,0.014565755828493,0.0003392443521281,0.0014063757075041,0.0001228007818436,0.0011989881728818,5.489190700343694e-05,0.0001348483953063,0.0008096012457628,0.0018476050041835,1.4304596946929385e-05,0.0037688796588495,0.0155297608992085,0.004260883876427552
rlgdgr,2.083058756712351e-07,1.3077263464988531e-05,1.4095069416208534e-06,6.374744122386863e-06,0.0,0.0003863189018196,0.001257020983459,2.6699261498694937e-05,9.589194371117149e-06,4.062487555142205e-05,2.3521629336911286e-07,8.984494027094751e-06,0.0,0.0,0.0,6.78804215008138e-05,1.5139869375676775e-05,2.6493822026654477e-05,0.0,1.4735519653755348e-05,1.0515411470936603e-06,0.0001582676312043,0.0,0.0,3.321001071350325e-05,5.754685417612031e-05,3.1889654420205545e-05,0.0002778986200496,1.514227835475342e-05,4.395484386514913e-05,0.0,7.87782791222241e-07,4.440182897297856e-05,2.248210860295599e-06,1.718076116167089e-06,0.0,9.457384672153376e-06,1.4099919401880983e-06,0.0032589337510826,4.7510014998850075e-08,0.0015147656461853,0.0024896435432391,6.197926836816963e-05,6.37814767470436e-06,1.5700425765682732e-05,9.891779338958689e-05,8.237727789515474e-05,0.0002304648931083,4.679366255674121e-05,3.780516116426848e-05,2.4492019616200524e-07,1.9815735195942347e-08,1.1702091252871713e-06,0.0,6.901592453199077e-06,2.803735169454399e-06,2.560816796049052e-05,0.0009151051347324,6.978847174464521e-05,6.594153932216178e-07,1.4636695656480628e-07,1.7608768489206965e-06,0.0003674026583191,6.922772529454944e-05,0.00018528786343186555
slvuemp,0.0007007768940946,0.00563274565354,0.0006331172887748,0.000372167967473,0.0003701495073766,0.0001682914429626,9.373387960697962e-06,5.263379719933442e-05,0.000656486825588,9.68470198676478e-05,0.0016026253562146,0.0010675287646148,0.0022345181485332,0.0018248768920878,0.0018635003475843,0.0001877866784907,6.377395432411856e-05,1.3031787013379666e-06,0.0005750743669074,5.688211717964948e-05,0.0002376736409295,0.0002207630836117,0.0010991299861858,0.0,6.022291102381792e-05,0.0007129940737924,2.8255293653911293e-05,5.646934345790309e-05,0.0002687247559455,2.340376616636009e-05,0.0003479728412392,0.0006095813159741,0.0001121466346512,0.0005444008309311,0.0009978307291439,3.008154817565068e-06,1.1698152833145725e-05,6.67314320515428e-06,0.0006419956027125,5.41342739682032e-07,5.9364188726253134e-05,0.0007769177669091,5.177777354539682e-05,0.000837109037424,1.0977269802747587e-05,0.0001205322453997,6.863614048194887e-05,0.0006044843046172,0.0002149272069863,5.990272583695972e-05,0.0002837532427331,0.0002844388254491,0.0001786328891943,0.000358294416525,0.0005173869545483,0.0002436379697389,8.162168065707767e-05,0.0002305388776008,0.000130138829329,0.0004915122023268,0.0002422144586836,0.0003126756795742,0.0002281892443925,0.0002344063652513,0.00048087524200348764
yrbrn,1.5134244723833688e-05,5.224291862910201e-05,0.0002130007026642,0.0006926195515077,9.127819209896665e-05,9.870378021136174e-05,0.0001468404856618,5.5253004574903954e-05,3.3216578166500044e-06,7.617324675974928e-05,0.0016122458017544,0.0021071083656926,0.0007807413345291,0.0,0.0010799148603742,1.833112117935387e-07,0.0019619530480166,7.764241450566432e-05,0.0012747269002904,4.8361928444134345e-05,5.53340657107709e-06,0.0008000414218344,0.0016165801499179,3.0501979521733487e-05,5.1962376121078654e-05,5.860849097060364e-05,4.200987698451089e-05,1.4331181794897992e-05,0.0027016583849376,0.0038446480512377,0.0015237829973651,6.085793638082746e-06,0.0003586751288561,0.0009169934757779,3.64132463434257e-07,1.9919521217142834e-06,0.0002465751582463,0.001093520940871,0.0003036739135172,2.4006131007847e-06,8.027037620105761e-05,2.431805908998417e-05,3.731768982096788e-06,2.175113849314005e-05,7.300253579476595e-05,0.0006619002407553,2.300634100339254e-05,0.0002164076265809,0.0310355088024247,3.241756956645221e-05,0.0005493605090008,0.0028951918103591,1.267094952724043e-05,0.013676695414568,4.235685762816851e-08,0.0002363654262307,7.395588015588962e-06,0.0033782537327836,0.0057425046654858,2.352147191202339e-05,0.0015715399871777,2.675445209788768e-07,1.750009421735551e-05,2.9983906022762488e-05,0.0013175155170451146
