Feature,basinc,bennent,bnlwinc,ccgdbd,ccrdprs,chldhhe,crpdwk,edulvlfb,edulvlmb,edulvlpb,eduunmp,eiscedf,eiscedm,eiscedp,elgbio,elgcoal,elghydr,elgngas,elgnuc,emplrel,emprelp,estsz,eudcnbf,euftf,eusclbf,gndr2,gndr3,gvsrdcc,hinctnta,iccohbt,icomdnp,icppdwk,icwhct,iorgact,isco08,isco08p,jbspv,lbenent,lklmten,lknemny,lkredcc,lrscale,lvgptnea,marsts,nacer2,netustm,occf14b,occm14b,ownrdcc,pdjobev,pdjobyr,prtdgcl,rfgbfml,rfgfrpc,rlgblge,rlgdnm,rshipa2,rshipa3,rshpsts,sbbsntx,tporgwk,trstep,trstun,uemplwk,vteurmmb,wkdcorga,wkhct,wkhtot,wkhtotp,wrkac6m,wrkctra,wrkprbf,yrbrn2,yrbrn3,average
trstplc,0.0,0.0,0.0,6.465753262922561e-05,5.370854401618209e-05,0.0001685677422709,0.0005456305093162,1.8096872774980985e-06,6.377470685088637e-05,0.0030992508673903,0.0,1.256708654774355e-06,6.974263494138801e-05,0.0030605887028072,0.0,0.0001094786505878,4.305653555742866e-05,1.1694621035841044e-05,4.661485839385518e-05,0.0029399773468016,0.0003017820337381,7.283338003771688e-05,0.0002664086991417,0.0,0.0003940483351929,5.563812250904823e-05,0.0,0.0001575438168584,0.0,0.0031740640486106,0.0025812501168824,0.0028322330726378,1.310215230280413e-07,5.249169695636345e-06,1.9778851051005885e-05,0.0002420818447022,2.568949515253263e-05,0.0,0.0001693719415699,0.0014403345972867,0.0001595345136821,0.0407345108788235,3.8705573378967565e-08,0.0043529696893896,0.0001730519551843,4.484558987001646e-06,7.599348345793249e-05,0.0002814400909256,5.2475653465337615e-05,0.0008066633284511,0.0096229457634262,0.0836578091896503,0.0028763763516558,0.0005705424017387,0.0001858931853835,2.817336454641328e-06,1.4052024707743e-05,0.0,0.0004444758321418,0.0,0.000121643553784,0.0,0.0006332189922094,0.0,0.0001475688693293,7.927777002111965e-05,0.0,0.0005725226429281,0.0004270716631284,3.019858788935861e-05,0.0,0.0,3.1417936500333256e-05,0.0002102517065863,0.0022741553359539946
trstprl,0.0,0.0,0.0,7.13184502647056e-05,5.602888716905078e-05,0.0001856849376415,0.0004661442946027,2.5189200504451622e-06,6.363248010191244e-05,0.0006386798958855,0.0,2.2525877162069557e-06,5.9711368529936295e-05,0.0007451971775337,0.0,7.465623058925332e-05,0.0001736004034367,7.643373755268506e-06,0.0001106395964482,0.0001597252690722,0.000219773877927,9.433948591952762e-05,0.0002287346980635,0.0,0.0006258462421356,6.122172128754327e-05,0.0,4.066602624781927e-05,0.0,0.0008461476440931,0.0007970508406408,0.0007835855206856,4.284218827849106e-06,1.7742558714225435e-05,7.467642565753597e-05,0.0002881127797717,6.829229574773402e-05,0.0,0.0008625998321667,2.986830933116164e-07,7.626834461675647e-05,0.0075621368810443,1.165084014898704e-07,0.0005605512592302,9.565779673183606e-05,4.793635831290083e-06,0.0006918577113918,0.0005356386069799,0.0001270857149272,0.0003837211058863,0.0012725842249385,0.008930755740647,0.0004041064778367,0.0013833917259667,2.6941622706474077e-06,6.017874640827759e-06,1.3098874812456058e-05,0.0,0.0006194568403156,0.0,7.074093623386091e-05,0.0,0.0006332189922094,0.0,7.774821986173552e-05,2.80966579037976e-05,0.0,0.0003738742246134,0.00017542479826,4.799110888396571e-05,2.149543118553172e-05,0.0,3.934217611041444e-05,2.0143488221695927e-05,0.0004322813005909477
pbldmn,0.0,0.0,0.0,9.136800457762746e-05,2.8585934570476863e-05,0.0014527039866122,0.0088659843994844,2.0601012443963173e-07,0.000446567587233,0.0318932121238603,0.0,3.206150087510865e-07,0.0004311526755437,0.0320625580923091,0.0,0.0010103780715961,3.057051223725738e-05,2.3274556514198685e-05,0.000233669598914,0.0047358522661879,0.0037686357276898,0.0008734779604521,0.0002457183179652,0.0,0.0039620401263673,8.016252462035952e-05,4.453884916691742e-06,0.0004460913954369,0.0,0.0331974239744281,0.0332577567568577,0.036377445670983,6.126183067862946e-05,0.0002214742888656,0.0008885900260167,0.0011946558492687,0.0021383990421121,0.0,0.0003185797127475,0.0014403345972867,0.0001996369817032,0.0012019823201111,1.4994075177413025e-07,0.0051753987352417,0.0012465930169964,2.126052060670736e-06,0.0012974658448148,0.0040127724962412,8.799023731930653e-05,0.0040862868718017,0.0096229457634262,0.0719504558805635,0.0028763763516558,0.0001381278483191,0.0001858931853835,0.0001133320636722,1.0657116549275203e-05,8.36742408593529e-07,0.0482100991042016,0.0,0.0008306827935801,0.0,0.0004935896831605,0.0,8.453580537324229e-05,0.0004581820131125,0.0,0.0006287193456599,0.0001093690979713,0.0002805791695972,0.0012946779569177,0.0,5.056960551478834e-05,6.579322845593727e-05,0.0047905233969463695
bctprd,0.0,0.0,0.0,4.0528260637419696e-05,1.867428230094797e-05,0.0001399164786579,0.0022802642961466,5.805399142843822e-07,2.954655654909957e-05,0.0006664952847235,0.0,7.21186908553717e-07,3.368488986137127e-05,0.0007410213964872,0.0,9.152108759232076e-05,4.18337119833262e-05,1.6080262450348068e-06,5.427995013842034e-05,0.000151185282444,0.0001956616952059,1.7960659454146456e-05,0.0001630744437214,0.0,0.0001762283100705,6.433674204107262e-05,3.92679691667025e-06,8.022195701020312e-05,0.0,0.0009890683437764,0.0007986507961725,0.0006974915627016,1.715047158745986e-07,6.842794642142939e-06,4.154375715919179e-05,0.000207261867654,5.2210787317375015e-05,0.0,0.0001043242051494,7.45483169257641e-08,6.468857640517591e-05,0.0011645938026155,0.0,0.0013238621113257,7.22107503659183e-05,2.7786370065409078e-06,6.244123223031746e-06,0.0001301744437344,3.163208998874969e-05,0.001467037531645,0.0006281259234944,0.0103908244645849,0.0005184995566244,0.0001584488777999,0.0,4.071008899850015e-06,1.1094071143924217e-05,0.0,0.0005919777266979,0.0,5.7878209621906425e-05,0.0,0.0002752251722442,0.0,5.307514037839503e-05,1.7403039860882955e-05,0.0,0.0006287193456599,0.0001093690979713,8.341056562640123e-05,2.4968910265631554e-06,0.0,2.927643168709894e-05,1.69881371299771e-05,0.0003477164558023945
gincdif,0.0,0.0,0.0,0.0001250547459257,6.092072041937927e-05,0.0002173499053986,0.001272274485855,1.8413036562145712e-06,7.017329482040769e-05,0.0122756178337938,0.0,1.7202936304138023e-06,7.643439165933243e-05,0.0121927707968378,0.0,8.224071386342185e-05,3.490917626552481e-05,1.2105033922929366e-05,4.825886255107767e-05,0.0002037743270234,0.004848704040654,5.1546855924977424e-05,0.000222407226002,0.0,0.0004671922357267,6.554238502854501e-05,0.0,0.0002022018740322,0.0,0.0146793621897315,0.0141952201576932,0.0135036044536548,4.747818895932006e-07,4.932497963010652e-06,6.970890180946303e-05,0.0031082576421493,2.3422632262400147e-05,0.0,0.0001704117110295,2.0751431785070997e-07,0.0002054725418967,0.0024518521757203,0.0,0.008898019040002,6.623320779883202e-05,0.0001083553333588,0.0029862090701185,9.073569226291716e-05,3.392983984871538e-05,0.000718441018665,0.0027867075780436,0.0038029167317642,0.0004619324176101,0.0002928978865672,0.0,4.221252679168231e-06,1.4518680049009774e-05,0.0,0.0060622746522472,0.0,2.359237492078456e-05,0.0,0.0003880352091093,0.0,5.931329873529126e-05,1.651984067690496e-05,0.0,0.005795183156405,0.00017542479826,7.503541791913538e-05,2.4268482898494317e-06,0.0,3.884208997492702e-05,2.185831276802447e-05,0.001538778262853831
mnrgtjb,0.0,0.0,0.0,2.855962928937867e-05,5.602888716905078e-05,0.0001856849376415,0.0004661442946027,1.909487976722968e-06,6.363248010191244e-05,0.0006386798958855,0.0,1.324841944443912e-06,5.9711368529936295e-05,0.0007451971775337,0.0,7.465623058925332e-05,0.0001736004034367,7.643373755268506e-06,5.578300459217028e-05,0.0001782618752393,0.000219773877927,6.864859257580125e-05,0.0002287346980635,0.0,0.0006258462421356,5.947462716534821e-05,0.0,4.066602624781927e-05,0.0,0.0008461476440931,0.0007970508406408,0.0007835855206856,4.284218827849106e-06,1.7742558714225435e-05,7.467642565753597e-05,0.0002881127797717,6.829229574773402e-05,0.0,0.0008625998321667,1.5809330394429832e-07,7.626834461675647e-05,0.0075621368810443,1.165084014898704e-07,0.0007179721244188,9.565779673183606e-05,1.4015841155712694e-05,0.0007130953147854,0.0005356386069799,0.0001270857149272,0.0003837211058863,0.0012725842249385,0.0086491093652609,0.0005251534102408,0.0006281058825016,1.6892658653261397e-06,5.540724376068007e-06,1.247725159859181e-05,0.0,0.0006194568403156,0.0,7.074093623386091e-05,0.0,0.0140637703598941,0.0,4.823215750909573e-05,5.502179612998725e-05,0.0,0.005795183156405,0.00017542479826,5.278855087907888e-05,2.4822049948857223e-06,0.0,2.882639386813357e-05,2.188970698908804e-05,0.0006753621273948663
imsmetn,0.0,0.0,0.0,3.155309572603e-05,3.696666162556674e-05,0.0001454194872735,0.000882742563296,3.0631036036157104e-06,4.108349450860165e-05,0.0011516963501946,0.0,2.334405225083769e-06,2.649823736450584e-05,0.0011053286825761,0.0,9.68481168047444e-05,8.103465816406152e-05,4.608429810373173e-05,4.1619269728138285e-05,0.0001295029661115,0.0001674404650917,8.237985479889722e-05,7.453358740216608e-05,0.0,0.0016396692088092,6.296002885206442e-05,0.0,6.310357740052677e-05,0.0,0.0011362099369212,0.0012447509291289,0.0011660758309494,1.0826862841483153e-06,5.026089492672187e-06,6.732864318321753e-05,0.0001747088701564,2.716993662232456e-05,0.0,0.0001208764588297,6.575493414528385e-07,6.587600274736872e-05,0.0004407586113117,0.0,0.0008876701995414,7.280958419605916e-05,5.862449559546373e-06,1.608500263356654e-05,0.0004375210198612,3.5755563627854816e-05,0.0010433358367921,0.0008901360353971,0.0014118639791857,0.0006128607444913,0.0008024999961914,1.7820803929552989e-06,1.3459022911663482e-05,1.4956668145964855e-05,0.0,0.0152797762153653,0.0,5.8890661725069536e-05,0.0,0.000109935185212,0.0,4.865764052332977e-05,1.156467572280035e-05,0.0,5.525929109331961e-05,0.0043415783321825,8.743221567040884e-05,4.815983256586484e-06,0.0,2.52703697276581e-05,1.842381869404222e-05,0.0004952781922936438
imdfetn,0.0,0.0,0.0,4.454780529639105e-06,1.131555975402851e-05,0.0001367555221522,0.0007243099639683,5.5732259046537e-07,4.370047685305171e-05,0.0012727569181861,0.0,5.99891562369656e-07,5.709648520819045e-05,0.0012920140264571,0.0,0.0001185010534699,7.393136194581155e-05,1.3818745229448816e-05,8.319360739648879e-05,0.000109825693286,0.0011519263562576,3.435751113431605e-05,9.482384704319438e-05,0.0,2.378158318676492e-05,7.452423296509781e-05,0.0,7.664632057535615e-05,0.0,0.0012865161086536,0.0014452525332567,0.0012569560013743,1.3973776466803373e-06,9.810123215648968e-06,7.526204576226492e-05,0.0015045155077887,4.981687708896814e-05,0.0,0.0010622386673595,1.782385044438728e-07,2.4040994217816324e-05,0.0011966898427414,0.0,0.0010155559837214,9.827950572197276e-05,0.0001641271442282,0.0007453218109061,0.0031863865112218,0.0004073076951947,0.0008661970510093,0.001282789393779,0.0014934615791961,0.0011918509770454,0.0002717004120902,9.127037518761145e-05,6.747619035622593e-05,1.2513783918627755e-05,0.0,0.0007236986649625,0.0,7.168641531217121e-05,0.0,0.0001426458384015,0.0,5.244171979228824e-05,2.3566330211490317e-05,0.0,5.525929109331961e-05,0.0043415783321825,2.799267203563536e-05,8.34453039528118e-06,0.0,4.2227793180787714e-05,2.5399936899171023e-05,0.00040163034480276657
imwbcnt,0.0,0.0,0.0,0.0001287163719869,2.3581509053109707e-05,0.0001690104236368,0.0018080232628486,4.3163956171944216e-06,8.71857706830598e-05,0.0011516963501946,0.0,3.542266152880572e-06,9.586477196186686e-05,0.0011053286825761,0.0,0.0008573625200015,0.0001777557942233,0.0002964151679361,0.0001082019736025,0.0001034194472518,0.0001644136936092,3.656284783628398e-05,0.0086510362983281,0.0,0.0009466080453487,7.741298276115038e-05,0.0,0.0005524312144913,0.0,0.0011362099369212,0.0012447509291289,0.0011660758309494,3.2394905753119205e-07,8.235232070634011e-06,4.1877097263155353e-05,0.0002628544304128,2.453669925154929e-05,0.0,0.001914513490264,0.0,0.0006230343970848,0.0076566333228948,3.8705573378967565e-08,0.0008876701995414,9.69400147777724e-05,3.680728812933576e-06,0.001278605988165,0.0002814400909256,0.0008222729046008,0.0003837211058863,0.0014668360724127,0.0102773559691947,0.0004623171595891,0.0013833917259667,0.0,6.011033112981179e-06,1.4948316340144927e-05,0.0,0.0152797762153653,0.0,8.373403729553589e-05,0.0,0.0186810213531469,0.0,0.0030481857447696,2.318207174430031e-05,0.0,0.0002351736414202,0.0011867015087214,9.120151172124872e-05,2.918066592737365e-05,0.0,5.5952905107490905e-05,2.0143488221695927e-05,0.0011719920846451402
happy,0.0,0.0,0.0,3.637457467129567e-05,1.1255654829625977e-05,0.0001841773818013,0.0018741071358858,2.4251048880302927e-06,3.328460546260085e-05,0.0013406899262731,0.0,1.7981697395239303e-06,5.187562755502396e-05,0.0013427918186204,0.0,0.0001590581604703,0.000138742225493,9.945439245227746e-05,7.740413173064859e-05,0.0001472888481318,0.0002398464420191,7.439521348703734e-05,0.0012731884788138,0.0,0.0036752434324428,6.867584238310098e-05,5.075834980847405e-06,8.868243783383637e-05,0.0,0.001474172235727,0.0016624326285581,0.0013198287404247,1.0318174001321158e-06,1.3004014705039223e-05,1.1334141934244736e-05,0.0001864303973896,4.555286540616963e-05,0.0,0.0008436933975842,1.0997271472529684e-06,7.233269946448476e-05,0.0025939451030755,4.041015015721613e-07,0.0006106320768519,9.485034267079342e-05,2.245926478583976e-05,0.000252195242955,0.0003002078879228,0.00018537211242,0.0014868178819887,0.0009082005112765,0.0078066304932728,0.0024598618850832,0.0017895687943027,5.48453131595239e-08,3.204950978252796e-06,2.075043387005973e-05,0.0,0.0008461306160874,0.0,7.371773107387653e-05,0.0,0.0001256973148885,0.0,6.456092964921809e-05,2.042009969813148e-05,0.0,0.0002351736414202,0.0011867015087214,8.180657409683356e-05,1.882162499929471e-05,0.0,6.330485358377303e-05,2.4918019972190176e-05,0.0005112588776779158
