,Feature,basinc,bennent,bnlwinc,ccgdbd,ccrdprs,chldhhe,crpdwk,edulvlfb,edulvlmb,edulvlpb,eduunmp,eiscedf,eiscedm,eiscedp,elgbio,elgcoal,elghydr,elgngas,elgnuc,emplrel,emprelp,estsz,eudcnbf,euftf,eusclbf,gndr2,gndr3,gvsrdcc,hinctnta,iccohbt,icomdnp,icppdwk,icwhct,iorgact,isco08,isco08p,jbspv,lbenent,lklmten,lknemny,lkredcc,lrscale,lvgptnea,marsts,nacer2,netustm,occf14b,occm14b,ownrdcc,pdjobev,pdjobyr,prtdgcl,rfgbfml,rfgfrpc,rlgblge,rlgdnm,rshipa2,rshipa3,rshpsts,sbbsntx,tporgwk,trstep,trstun,uemplwk,vteurmmb,wkdcorga,wkhct,wkhtot,wkhtotp,wrkac6m,wrkctra,wrkprbf,yrbrn2,yrbrn3
21,rlgblg,3.399754943262454e-05,,1.29603961284657e-06,1.2325606186094903e-06,4.351365782608674e-06,0.0001629739191912,9.980355979591686e-05,0.0,0.0,0.0003713006223846,3.237501192543989e-05,0.0,0.0,0.0002004795585108,0.0,0.0001661079789659,5.445981712037806e-06,0.0001365037013472,1.852468718612935e-05,,0.000326887247082,,4.6113758531315074e-05,1.6503979864989188e-05,3.180113478641799e-05,0.0,0.0001216629388088,0.0,1.0428811928077698e-05,0.0003384504363031,0.0003075941826198,6.959552631533742e-05,,,3.3590695453813795e-05,0.0003039015425679,,8.595573317520535e-06,4.2945808933923403e-07,,0.0,3.329833241472631e-05,,0.0001222752963133,,7.731940726628131e-05,3.867920247189785e-05,4.935208454415196e-06,1.4109194510746296e-06,1.1194033216824614e-05,3.058143929846166e-05,1.016240240771627e-05,5.65151746258853e-05,0.0001458500340837,,7.498596370639606e-06,7.775412408446207e-05,5.3708638236633263e-05,0.0001346425192736,3.908498290641386e-05,,1.0304966424334547e-05,0.0,3.876028757661137e-06,0.0,,,,0.0003625222325469,,0.0,4.168643345778521e-06,2.930238621443672e-05,0.0001782297282282
22,rlgblge,3.0500926679112795e-05,9.197303568929294e-06,1.0506757567543825e-06,1.178514055049314e-06,0.0,0.0001324102319018,0.0063731907624305,0.0,9.859512882332533e-06,0.0003582202162514,4.086662699181838e-05,0.0,1.3042176236900534e-05,0.0001859203581652,8.359463106079763e-05,0.000174326887165,0.0,0.0001665016204523,2.7714180661042583e-05,,0.0012048339978654,,,1.0924631723914012e-05,,4.09027077857671e-05,0.0001646029792837,8.512123454818e-07,0.0005638693256028,0.000319669441961,0.0002910417308285,0.0002191676434159,,,,0.0011206907980214,,5.221084831000454e-06,0.0,0.0,1.0623406834348236e-06,1.025064173026391e-05,0.0,,,0.0010729730270521,0.0001353457582026,0.0,2.958684485209909e-07,0.0056919925093973,0.0036591229847034,6.047205326954939e-06,2.6792970685927308e-05,9.127658884621728e-05,,,0.0001221646323577,0.0001204361438299,5.1727440814199455e-05,7.801267049884099e-06,,2.398538577930164e-05,1.1611505717813373e-05,3.6050573689902895e-06,5.2371486296799125e-05,,,,,,,1.3019494919373417e-05,9.410049142267192e-05,0.0001891067929634
23,dscrgrp,9.230348235855808e-05,5.689326678625685e-06,0.0,5.490848344352141e-06,1.4688364924586386e-07,8.424214117038435e-05,8.163623751282281e-05,0.0,0.0,0.0001303045426926,5.701398818234373e-05,0.0,0.0,0.0003638366271121,8.628695447452499e-06,0.0001141265379544,3.217999175368388e-06,0.0001181153526174,2.1648091025289987e-05,0.0001732223976632,0.000196168031917,0.0,9.68455502270718e-05,9.950932064259491e-06,2.9486344966564837e-05,3.568066959631316e-06,4.236505764200998e-05,6.23355869982701e-06,0.0002180390972507,0.0002810470120794,0.0004227792378928,0.000402951014535,0.0,0.0,1.0484235853001109e-05,0.0002141407137995,0.0,1.355490509882836e-06,1.0965831517081562e-06,0.0,5.7836139873456166e-06,3.466531404052731e-05,3.63145602437032e-06,0.0012168631921894,1.4983942889843742e-06,0.0001694703001927,2.334014581609094e-05,0.0003966061326189,2.2448047052527857e-06,6.962962757955303e-05,5.299045092587876e-06,2.085047276573691e-05,2.568798506586817e-05,0.00010839313158,0.0,0.0,0.000245194884658,3.794667434575286e-05,0.0001832256821724,7.138705530802219e-07,0.0,1.0789087367605349e-06,1.394301089638202e-05,3.192056271165013e-05,7.117638220626483e-06,0.0,,,,7.577555943994273e-05,0.0,8.436030884083496e-05,5.0676048453764114e-05,6.164400148565167e-05
24,dscrage,5.371291858895311e-05,1.9742609297155144e-05,0.0,6.57640807557284e-06,4.188998957121595e-06,8.718713768906697e-05,0.0001976344486691,0.0,1.1282069786418245e-05,0.0001021087231941,4.03814237252162e-05,1.3408808011176293e-05,0.0,0.0001830952691053,4.449754802026383e-06,3.231603972205292e-05,8.68002964432816e-07,0.0001885528476827,1.0573333499229057e-06,6.248349784616964e-05,0.0002146271525328,2.9927302409586488e-06,0.0001254169516696,6.970711073361395e-06,5.951293473436318e-05,0.0,0.0001562130187466,9.325050930236724e-07,0.0,0.0002840643772521,0.0001580057680094,0.0001223757689261,0.0,0.0,1.7422346253943446e-05,0.0002345983070281,0.0,7.309025444807941e-06,8.921566295208671e-06,7.783216545776644e-07,1.192275617556517e-05,8.846902412840481e-05,0.0,1.6755649801127234e-05,0.0,8.123431062232932e-05,2.807270409127612e-05,9.290139149137345e-06,0.0,7.251648190032445e-05,1.0382963580511465e-05,3.2037294992856173e-06,1.945780650216873e-05,0.0001275583431423,0.0,5.482029447957075e-06,0.0002051590084916,0.0001025952513656,0.0001677453472807,7.572434340913234e-06,0.0,8.243469505798367e-07,6.056953002756587e-06,6.763626696301478e-05,0.0001245926795503,0.0,0.0,1.690132191520255e-06,0.0001734582321438,0.0001667117670958,0.0,1.74083168819636e-05,0.0001737150753988,0.0001176209315817
25,dscrgnd,5.840152582852218e-06,0.0,0.0,3.215975676813958e-06,9.808411847910971e-07,0.0001615705765816,7.96494179010351e-05,0.0,1.4320994103041755e-05,0.0002770059678747,1.7864027803034774e-05,0.0,3.644669596271355e-07,0.0001990789164902,8.43524976040689e-07,4.318471917068598e-06,0.0,6.942160464325893e-05,0.0,0.0001521380045491,0.0003685850539306,0.0,4.076656943863673e-06,1.5882416430095368e-05,3.150579765679088e-05,6.555785148882173e-06,8.817607496599941e-05,1.9450575778138182e-06,2.540609502337621e-06,0.0004517960330698,0.0002724634421319,0.0002592738143436,0.0,0.0,3.036881244913918e-05,0.0003374400605307,0.0,3.93238619545262e-06,3.830732878055246e-06,0.0,8.296001231253589e-07,4.370472318355328e-06,1.2167191014616258e-06,0.0002749066546535,0.0,0.0001039677803732,3.791442877178263e-05,2.359105063237665e-06,0.0,0.0001033660141904,2.589705451319527e-05,1.2272368175146897e-05,1.2018335369185845e-05,9.859123931651172e-05,2.815492014226008e-05,7.751388538227275e-06,6.349761088563856e-05,0.0002237349417161,2.894146271874882e-07,4.783403265596531e-06,0.0,0.0,1.9858567766188755e-05,0.0,6.919271827267593e-05,0.0,,,,9.30114755678689e-05,2.264259105536665e-06,1.1639203897236316e-05,5.373714248576062e-05,4.035684464579866e-05
26,lnghom1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,blgetmg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0
28,mocntr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9381819656760075e-06,0.000110229837701,0.0,0.0,0.0,0.0,0.0
29,gvrfgap,1.3013108575006937e-05,0.0001077219072886,3.864635658675158e-06,0.0,0.0,8.515829576302703e-05,5.63870590836251e-05,0.0,2.3558615299716248e-05,0.0002771300455729,7.606991373374322e-06,3.164064512014722e-06,9.078882981430396e-06,0.0002151286137029,1.0994724033284006e-06,6.014480856978253e-05,0.0,0.0001688017151497,2.626408327794808e-06,0.0001135004754126,0.000282397725293,0.0,2.5649747198400583e-05,1.195141150601302e-05,3.0158724611151807e-05,1.3375426060484309e-05,0.0002302041798083,1.625748279777986e-06,7.313289977464969e-06,0.0001536966633883,0.0001568122673134,0.0001797383538397,0.0,0.0,1.471828027339643e-05,0.0002604164251147,0.0,3.313598313352311e-07,0.0,0.0,3.1510750039057373e-06,0.0001574011718318,1.693605207033409e-05,8.567874949428622e-05,1.826515017586524e-08,0.0001341626277155,8.488270076987434e-06,3.365798927721824e-05,0.0,0.0001035893047764,2.166680747800187e-05,7.603675696480539e-05,0.0,5.417720501465672e-05,6.589255322903791e-05,1.34403165672013e-05,0.0001885403294776,0.0001129115853184,0.0003146028756827,2.902922783200461e-06,0.0,0.0,0.0,4.743946325459455e-06,7.160801613125585e-05,0.0,,,,0.0001645287148473,0.0,2.03075239728355e-05,9.904382861454804e-05,0.0001015025998807
30,elgcoal,0.0024054665703032,0.0013428680725043,0.0001925979087417,,,,,,,,,,,,,,,0.0005813236806759,,,0.0002909758097602,,0.0006760497903115,,0.0004192612119468,,8.734221553532428e-05,,0.0011355926010537,,,,,,,0.0003377506524042,0.0,0.0001422862321583,,,,,0.0,9.38886103835436e-05,,,,,,,3.953451379060351e-05,0.0006584614512348,,,2.8304647172120285e-06,8.996481859897225e-06,,5.828527521910543e-05,,,,0.0005783339527726,,,,,1.586914405763735e-05,,,,0.0,0.0013444690859547,9.827462233099764e-06,0.0001299735076499
31,elgwind,0.0006630822942514,0.000468436845291,2.1794558578433123e-05,,,6.162028279049135e-05,0.0004335998336595,,,0.000330279147902,,,,0.0002252112098395,0.0003968347234627,,,,,,0.0005884358289869,,0.0002850338005951,0.0014142968314348,0.0001547933286697,3.5136279611724545e-05,0.0001291534453146,,,0.0001794245472054,0.0002887888167554,0.0001626900604507,,,,0.0004088476111292,,,0.0003140539023967,,,0.0010943980708727,8.22392264732943e-06,0.0001462994468129,,0.000363912392329,3.0670562398831515e-05,4.391017757392003e-06,0.0001789859857174,0.0003504483065607,0.000126577375114,,,,,4.168868712424643e-06,0.0001910095560662,0.0001000586090042,3.815872200571874e-05,,,,,0.0002470764481174,6.587236883218559e-06,,0.0001149824169016,0.0005698323394462,0.000564408814643,,,,8.390191848130621e-05,0.0001242550011502
32,elgbio,0.0019992147983291,0.0007489698073356,0.0001173284086284,0.0003273859029519,3.877989248953631e-05,0.0001183129249543,0.0001625844003844,0.0,6.09581907649071e-05,0.0002265716379569,0.0020838834526815,0.0,5.1242120543822674e-05,0.0001901646299046,,0.0002319903699661,7.589287194036339e-05,,0.0003030812537388,0.0001019652144863,0.0002560911171569,7.075773461955651e-05,0.0025773152721716,0.0034998495167902,0.0016135339102701,6.122318808051855e-06,,0.0007269666251333,0.0007650205987103,0.0002975538468313,0.000194017472719,0.0001652477670777,0.0,0.0,2.525739838483728e-05,0.0002882486088373,0.0,0.000112938824665,0.0005547702580098,0.0,0.0007493508279963,0.0009035274460212,0.0,8.129080165045925e-05,2.5601898107830262e-06,0.0003625854579338,0.0001741718563776,1.2061708673586992e-05,,0.0001960304647626,4.053899384805096e-05,0.001086023237322,0.0002514070357714,0.000720233821199,2.211525664962728e-06,1.1427888500087358e-05,0.000205254376359,,0.0001260445434714,0.0012631594613097,0.0,0.0020494551715477,0.0021829286479704,0.0012131696297677,0.0003319411418064,0.0,,,,9.51518164952005e-06,,0.00113916461299,9.280117250573182e-05,9.304432720408532e-05
33,wrenexp,0.0008113202265308,0.0005768838012148,,0.0002857459182089,7.375290218372132e-05,9.0076951224182e-05,0.000121383982282,1.6728848816319197e-05,3.1547255106711425e-05,,0.000736498149415,0.0,2.755543969040937e-05,,,0.0299947908535297,,0.0396993927382841,,,0.0002454159716504,,,,,1.5800789900282425e-05,0.0002557228084996,0.0008142355209265,0.000105498719167,,,,,,,0.0002824108507306,3.135976583395828e-06,3.686135035498509e-05,0.0006235695442509,8.261666769458141e-05,0.0007147791121696,0.0015599812015154,,0.0001098828938504,0.0,0.0002046410719907,7.920952082140191e-05,,0.00050379337931,9.81746724872039e-05,2.161333261615574e-05,0.0001095974252876,,,5.692822349527203e-05,2.498461660202511e-05,9.58575710398408e-05,5.207319477873372e-05,,,,,0.0006726331435133,0.000335420873714,,0.0,,,,,,0.0007247524970562,6.607521038839477e-05,6.368839695926847e-05
34,wrtcfl,0.0005136046041511,0.0001150752528227,2.9030323083662307e-05,1.8845487820660128e-05,4.4975303323470855e-05,0.0002052986632074,8.403620024352388e-05,1.8337881368264495e-05,1.1690552057839536e-05,0.0001650872728295,0.0005781499003188,0.0,9.328198132692014e-06,0.0002613241496824,0.0002048416154302,0.0001368667550418,4.6862223663143805e-05,9.849264825533204e-05,8.036889190960391e-05,8.222436816392295e-05,0.0003529003995808,1.4233146908786726e-05,0.0009545375921282,0.0001948032384096,0.0005226554843085,9.26145726480742e-05,0.0001501108530668,5.2859338180893374e-05,0.00030025345374,0.0003130677269945,0.0003895678557767,0.0002016204884759,0.0,0.0,1.3426425429987976e-05,0.0002836843507368,0.0,7.755923251383506e-06,7.363085676385527e-05,8.44998727025023e-06,7.498924698704221e-05,0.0011767069909849,1.4174297680437577e-06,2.0065898778117074e-05,0.0,9.944965274376624e-05,3.844832374374867e-05,1.1938077689935168e-05,6.036170095413798e-05,0.0001601701169292,2.225903721454372e-05,1.4658412417178714e-05,6.0394095684807325e-05,0.0001325395450517,6.201584181840326e-06,0.0,7.300373413228894e-05,0.0001001336352875,4.860997529814527e-05,0.0002828418100662,0.0,3.4769751436268523e-06,0.0002281327373197,0.0005566068239126,0.000114777237863,0.0,,,,4.91851072734782e-05,0.0,0.0006167938982941,8.303686069634417e-05,0.0002058671018549
35,clmchng,0.000555850208655,0.000464636518099,3.074329647763656e-05,0.0001776433151847,1.1528431730679664e-05,,,,,,0.0007740911936608,,,,0.0005371434932656,0.0003376076112909,0.0002490494862336,0.0004575806230002,0.0004580709854144,,,,,0.0013217441807668,,,,0.0002980104225879,,,,,,,,,,,0.0003528268894943,,0.0003718825948395,0.0011645412278365,,,,,1.7460084818736404e-05,,0.0002197213931479,,,0.0002493258262063,,0.0001495104040161,,,,,,0.0008378020164784,0.0,0.0006559227918464,0.001103821701808,0.0003747199806699,,,,,,,0.0,0.0008593219114933,,9.65338267745673e-05
36,lkredcc,7.1721479618186e-05,6.288379095475547e-05,4.970516713332897e-06,,,0.0001643353672332,,0.0,1.3233232673455002e-05,0.0003677525342728,8.064417823659051e-05,0.0,5.950190879660791e-06,0.000172164142968,9.299348342711696e-05,0.0001758597776648,2.7478472196218287e-05,0.0001038680930248,6.431952593223008e-05,0.0001218815881522,0.00035784207213,0.0,0.000133391191299,0.0002948047205362,0.000196485196286,0.0001453767703517,0.0001181287043106,0.0079275277359575,3.1678222940844344e-05,0.0002532569546705,0.000249696263055,0.0002236493479138,0.0,0.0,4.044555259283188e-05,0.0001567028980436,0.0,7.277941408659202e-06,0.0141626634793056,3.849821883392509e-06,,1.3283488772948548e-05,0.0,1.5499612879945374e-05,0.0,9.765032352506855e-06,2.098170813290219e-05,,0.0139591528048685,,3.5142510210666084e-05,4.431589293390988e-05,2.0162643055106e-05,7.792742177378143e-05,0.0,,5.865278777597016e-05,7.805359096184786e-05,0.0001022374604751,2.7796437111957666e-05,0.0,4.410379880784119e-05,1.2372322506767116e-05,2.9735645336601373e-05,5.399013802510542e-05,0.0,,,,9.82353001990986e-05,0.0,0.0003215301392339,7.196551222151979e-05,0.0001151943348813
37,slvpens,0.0020303518447726,,,9.316752185040327e-05,3.174243551971027e-05,,0.0001262020113759,,,0.0002317895430189,0.0017880610124578,,,6.073529329642584e-05,0.0010899218206413,0.0007209324483685,0.0004233468616834,0.0009062485107598,0.0006841470041641,7.208154315709632e-05,,3.630653502370276e-05,0.0011105091730962,0.002842400402171,0.0008297044993837,,,0.0004118166730869,,0.000234533096087,0.0002485696412848,8.380130887245868e-05,0.0,8.185731140034912e-06,1.6494318063240657e-05,,0.0,8.699068523907205e-05,0.0004848143256109,,0.0004140830107392,,,,0.0,0.0003214281867687,4.3911052228444585e-05,,0.0002701224141148,0.0002054993199609,,0.00056615568749,,,,,,,0.000105538294424,0.0013123887078987,0.0,0.0008189366782224,0.0012615369172942,,0.0002519800188508,,,,,7.052581116632106e-05,0.0,0.0016952034431504,,
38,sbbsntx,0.0007442431327226,0.0004672123239926,6.205032482032639e-07,2.4958807322077663e-05,,9.159985501525954e-05,,0.0,1.982192660270977e-05,,0.0006518109914016,0.0,1.2644748231061532e-05,,1.921384880963853e-05,6.206210449260647e-05,7.522006026661917e-06,,5.433750456511096e-05,8.659810507569208e-05,0.0003662842653762,0.0,0.0008248994675424,0.000388586995248,0.0002995509421052,,0.0001067710070592,,0.0002822488805532,,,,0.0,0.0,1.3602776169108507e-05,0.0002993450824888,0.0,7.049297904226089e-06,,3.443883200179715e-05,4.49684375114799e-05,0.0010037134242968,,7.343688019911175e-05,5.890919536622899e-06,,3.783695312567716e-05,2.837869048540252e-06,,,1.0375917903394331e-05,,7.339793046623863e-06,4.004905472106869e-05,0.0,0.0,,8.343217394453095e-05,,,0.0,0.0001716561231882,3.866520065157697e-05,0.0001545625997298,,0.0,,,,3.197751620946991e-05,0.0,,,0.0001596110066941
39,imsclbn,0.0016497568123198,0.0018121663952919,0.0001733638926821,0.0001982565790443,2.596663753786634e-05,0.0001250225612608,,,1.955924810189924e-05,,0.002565264994637,,2.203811169707632e-05,,0.0007574956860338,0.0006271529623391,0.0001646265629006,0.0004457969032225,0.0004904397358064,0.0002682820048032,0.0001150447295398,,,0.0042553377437312,0.001294764941933,1.936031515729948e-05,0.0001616621598921,0.000665258622018,0.0020835009293199,,,,0.0,2.688416359219736e-05,4.8032855776286976e-05,0.0002068088519165,0.0,0.00033815483089,0.0008836966913614,3.4372220103847124e-05,0.0006647147953417,0.0021573095627538,7.961312379095834e-06,0.0001604324043422,1.637709244986231e-05,9.76698137125452e-05,4.463751778395797e-05,1.4482815153365926e-05,0.000424388497777,,3.836303336531606e-06,0.0001800393378611,0.0002243987555738,0.0007734311332169,1.221102121855238e-05,,0.0001185173796739,6.822138123313242e-05,,,1.0388665809480331e-05,0.0013901035227149,0.0022383582844936,0.0016152877730375,0.0002625288880346,0.0,,0.0002968482058816,,0.0001132232210444,9.826957867050045e-07,0.0013193803477938,5.546734986468198e-05,8.533462799387159e-05
40,uentrjb,0.0014570764322965,0.0009537150892625,0.0001747431113284,0.0001226505633073,9.546963834915776e-05,,8.412024152465764e-05,0.0,6.831591392705147e-05,0.0003586544319274,0.0015088030497915,0.0,4.567083732381806e-05,0.0001775035610928,0.0004311878965533,0.0001147728156209,6.507172103555254e-05,0.0002457704401265,0.0002585838832145,,,,0.0005894879850146,0.0009137289004831,0.0004081678986514,7.755957730582384e-05,0.0001039123601145,0.0002120683353543,0.0023364308795352,,,,,,,,,5.311230964583246e-05,0.0003454032268136,,0.0001149830582679,0.0035648204125749,4.515197297415087e-07,2.882197095873356e-05,,6.066473782210496e-05,5.677359585387438e-05,1.7164189979753575e-05,0.0002116503596749,0.0001850667136123,,0.0007069678836315,0.0004275665375027,0.000606596671868,1.0106876536162905e-06,1.217404858151472e-05,0.0001947263775231,0.0001175487923245,,0.0550865360357759,,0.0003574193386376,0.00030375993466,0.0006878701456519,0.0001365843295836,,,,,,3.419282434600302e-06,0.0015711225064511,,0.0001151749770537
41,admub,0.0001756914657183,,,,,,,0.0,,,,0.0,,,,,,,,8.004198657338612e-05,0.0003123513966418,2.568567035322679e-06,,,,,,,0.0001705642200747,0.0001421928702884,,,0.0,0.0,4.76776133885167e-05,0.0003710577209183,0.0,,,9.288195939046788e-06,,7.215379314326581e-05,,8.63587156525256e-05,0.0,9.381880556452012e-05,6.83384107238819e-06,,,,7.609524113483257e-06,,,,2.6374250329670128e-05,2.205577333455214e-06,,,0.0,,1.92937901369049e-06,,,,,0.0,,,0.000229037797343,6.403692797027765e-05,,,3.8808259786623066e-05,
42,lknemny,0.0051844539828199,,,,,0.0001744450977904,,0.0,,,0.0057170756600834,0.0,,,,0.0002899860689534,,,,,0.000223362689658,,,,0.0006160166935798,3.833674288163352e-05,0.0001024393458043,,0.0018169814558084,,,,,,,0.0003850775924233,,0.0001715623492545,,,,,,,,,,,0.0002015550734548,,1.997290106518224e-05,0.0001139066748452,,,,,4.047481806127553e-05,0.000162594452966,,,,,,,,,,,,,,,2.646185380839288e-05,3.091023748290146e-05
43,gndr,0.0094021758890616,0.0002685973451525,6.272599410707471e-05,0.0001994551066289,5.737110988717138e-05,7.279398315303117e-05,,0.0,9.289870870488444e-07,,0.0008806299606966,0.0,2.135019018451996e-05,,0.0003801118190148,0.0001933279248465,0.0001743486641915,0.0002175613046772,0.0003085715678032,4.017008773260371e-05,,2.107065593458048e-06,,0.0021258266318454,,1.5988626888866128e-05,0.0001388211098404,0.000208848966246,0.000643574645091,,,,,0.0,2.9213414233907547e-05,,0.0,1.1263303759391372e-05,0.0003230051944343,,0.0001328487660371,0.0003620283450634,3.424578473065765e-06,0.0004831068680393,0.0,9.232332659572636e-05,3.5225268201099264e-05,,0.0002128556345703,,5.047897780100072e-05,,,,5.509310565724298e-06,0.0,5.306540746306979e-05,0.0001602945962751,,0.0002185654592282,0.0,,0.0002774667095847,0.0006295432283981,,0.0,,,,0.0001268930662484,,0.0013633277349879,1.109487663559862e-05,0.000123777351426
44,gndr3,0.0014372956976725,3.155175794292716e-05,,1.255518994217995e-06,9.038700750033796e-07,0.0022546274088221,0.0805500531613304,,5.775698109763674e-06,0.0010167365166825,0.0005630492879697,,1.5302317270615013e-05,0.0008682259388629,1.255692790476342e-05,7.81246523931352e-05,1.5101002852634304e-07,0.0002323129015844,2.555030610104508e-05,0.004418267140634,0.0083798139350159,0.0010032174700025,1.1981190080281074e-05,4.441562373147716e-05,1.5081324391931692e-05,,,3.799151754744252e-06,0.0004753114571687,0.0009507101895707,0.0011144088895791,0.0009571827457075,6.317203446742369e-05,0.0003811331441144,0.0002571608100936,0.0077848927377592,7.34820470842552e-05,,2.012750319868336e-06,,1.028112829308999e-05,,9.639659162975966e-07,,0.0004708261531341,0.0002383728475675,,0.0001862782262456,2.390149948937474e-06,0.0790523964751429,0.023037131162726,,5.0526184001342085e-06,6.55848581618827e-05,2.01906623536264e-05,6.323324082252446e-06,9.32737538024134e-05,5.576623348813671e-05,0.0020000025187265,8.559160611765303e-05,0.0002997901452022,5.990851957164155e-06,2.2241019100211222e-05,0.0004261350385929,,0.0001463416933167,,,,7.209507087668498e-05,,0.0007185265593355,4.675251863382686e-05,
45,yrbrn2,7.880780413062581e-05,1.7805101385628022e-06,9.968284911074477e-07,1.0428381537566744e-06,5.521450065063985e-07,0.3353953709485084,0.0004599611139003,0.0,0.0,0.1300259431230152,6.132374841153863e-07,0.0,1.3914404249330453e-05,0.130328440472947,2.5316091151723e-07,0.0001049410203007,0.0,7.39780924089587e-05,1.6538319042031355e-06,,,,7.10056414080808e-05,0.0001718196684094,7.209121041344254e-05,,,2.780035774684153e-07,,0.1282272189577617,0.1376374481850183,0.1313163907661031,0.0,0.0,3.980720167632607e-05,,0.0,3.704660143905818e-06,0.0,6.442447462409541e-06,0.0,0.000116628606197,8.012383228374869e-05,0.060206890142434,,6.806995956159543e-05,5.1143985878906285e-05,3.9007589805285e-05,1.0142075221697112e-06,0.0005498059623578,0.0028463877047572,7.501981703696851e-05,1.9772621179191743e-05,6.793426943271052e-05,,,0.2691612543306156,0.4505130220612878,0.1476831180001615,0.0,,5.9142249182414805e-05,1.7068070976189678e-05,6.52990793321229e-06,2.2282259804605263e-05,0.0,,,,,0.0,0.0,,0.4268938975924312
46,rshipa2,0.000221038956051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15907134543005e-06,,0.0,,,,,,,,,,,,,,,,,,,,,,1.3101888181371194e-06,,,,,,,,,,,,
47,chldhm,1.2077329784688229e-05,2.07952977788169e-06,2.455460132264574e-06,,,,,,0.0,,,,2.790403521944554e-05,,,,,,,0.0001662701660446,,3.4903124751627696e-05,,,,,,,0.0012745551842466,0.0116910769901816,,,0.0,0.0,2.81595071278675e-05,,0.0,,,,,,,0.0447542187280064,8.300209417337612e-06,,,,,,2.2078649743947516e-05,,,,,,,,,,1.044196427738366e-05,,,,,0.0,,,,7.131718691606904e-05,0.0,,,
48,cmsrv,2.183238002960083e-05,0.0,0.0,2.5560433110658567e-06,0.0,0.000113583574357,0.0049283983336843,0.0,0.0,0.0001182912814708,2.0477158037658773e-05,0.0,0.0,0.0001024467768254,2.8769920952584998e-05,0.000142743278287,3.471595089578735e-07,3.85247158747897e-05,2.0671405743759906e-07,7.392656162439476e-05,0.0002029546370378,2.2496211249524644e-06,6.077062889353206e-05,7.197548134157068e-06,2.682006598123835e-05,3.8692208668811886e-05,0.0001043808075092,1.841688560054356e-06,8.608010597095502e-06,0.0002592653032098,0.0003254074288598,0.0003441813776935,0.0,0.0,6.206743532139914e-05,0.000256035088488,0.0,2.2229966328300463e-06,0.0,1.6515787448462272e-06,3.834295107633053e-06,0.0,0.0,0.0001821264020425,0.0,0.0001242207392057,1.5418744986078165e-05,8.705921653659218e-06,0.0,0.0039590604141579,0.0007200945290246,9.675330795436836e-06,,0.0001482080577186,0.0,1.1212749725962392e-06,0.0001482359759021,9.244652175674256e-05,1.7986386448707155e-05,3.2061927666575023e-06,0.0,2.953912098185579e-06,1.3994972679884067e-05,0.0,5.642177177871728e-06,0.0,0.0,9.343042630661848e-07,0.0001466479366684,0.0001387586017084,0.0,5.562201815092641e-06,7.489598239510715e-05,5.209554140872303e-05
