,0,1,2,3,4,5,6,7,8,9,10,11,12,13
31,0,1,,,,,,,,,,,,
30,2,3,,,,,,,,,,,,
7,4,6,184.0,221.0,,,,,,,,,,
34,5,59,,,,,,,,,,,,
15,7,177,178.0,,,,,,,,,,,
29,8,158,159.0,,,,,,,,,,,
39,9,162,217.0,,,,,,,,,,,
41,10,85,220.0,,,,,,,,,,,
21,11,69,91.0,242.0,243.0,,,,,,,,,
17,12,60,61.0,241.0,,,,,,,,,,
13,13,14,15.0,,,,,,,,,,,
9,16,17,18.0,19.0,20.0,,,,,,,,,
14,21,22,23.0,26.0,27.0,41.0,44.0,131.0,,,,,,
49,24,25,45.0,,,,,,,,,,,
10,28,37,38.0,39.0,209.0,,,,,,,,,
8,29,30,31.0,32.0,33.0,34.0,35.0,36.0,,,,,,
18,40,58,155.0,211.0,212.0,,,,,,,,,
48,42,43,,,,,,,,,,,,
55,46,138,139.0,,,,,,,,,,,
11,47,48,49.0,50.0,,,,,,,,,,
60,51,95,156.0,,,,,,,,,,,
12,52,53,54.0,55.0,56.0,57.0,,,,,,,,
35,62,63,176.0,,,,,,,,,,,
16,64,65,183.0,,,,,,,,,,,
51,66,67,,,,,,,,,,,,
19,68,70,71.0,72.0,73.0,,,,,,,,,
24,74,80,81.0,83.0,84.0,87.0,,,,,,,,
23,75,76,77.0,78.0,79.0,92.0,,,,,,,,
42,82,245,,,,,,,,,,,,
43,86,147,226.0,,,,,,,,,,,
45,88,190,,,,,,,,,,,,
22,89,90,93.0,94.0,,,,,,,,,,
59,96,97,,,,,,,,,,,,
66,98,99,100.0,,,,,,,,,,,
61,101,102,104.0,,,,,,,,,,,
62,103,105,107.0,,,,,,,,,,,
54,106,141,143.0,,,,,,,,,,,
46,108,109,112.0,113.0,114.0,115.0,,,,,,,,
63,110,111,,,,,,,,,,,,
64,116,117,119.0,120.0,122.0,,,,,,,,,
47,118,121,123.0,124.0,125.0,,,,,,,,,
65,126,127,128.0,,,,,,,,,,,
53,129,130,,,,,,,,,,,,
50,132,133,,,,,,,,,,,,
52,134,135,136.0,,,,,,,,,,,
56,137,140,142.0,144.0,145.0,146.0,,,,,,,,
58,148,149,150.0,151.0,,,,,,,,,,
57,152,153,244.0,,,,,,,,,,,
3,154,179,192.0,193.0,194.0,195.0,196.0,210.0,,,,,,
4,157,160,163.0,165.0,174.0,175.0,,,,,,,,
6,161,168,180.0,,,,,,,,,,,
1,164,166,167.0,170.0,171.0,213.0,214.0,215.0,216.0,225.0,229.0,230.0,231.0,232.0
5,169,172,173.0,,,,,,,,,,,
33,181,208,218.0,,,,,,,,,,,
40,182,219,,,,,,,,,,,,
38,185,222,,,,,,,,,,,,
28,186,191,223.0,,,,,,,,,,,
37,187,224,,,,,,,,,,,,
44,188,228,,,,,,,,,,,,
36,189,227,,,,,,,,,,,,
2,197,198,199.0,200.0,201.0,202.0,203.0,204.0,205.0,206.0,207.0,,,
25,233,234,237.0,238.0,,,,,,,,,,
27,235,236,,,,,,,,,,,,
26,239,240,,,,,,,,,,,,
67,246,248,257.0,261.0,,,,,,,,,,
69,247,252,253.0,256.0,260.0,262.0,263.0,,,,,,,
70,249,251,254.0,255.0,258.0,264.0,,,,,,,,
68,250,259,265.0,,,,,,,,,,,
32,266,269,,,,,,,,,,,,
20,267,268,270.0,271.0,,,,,,,,,,
