,0,1,2,3,4,5,6,7,8,9,10,11,12,13
72,0,1.0,,,,,,,,,,,,
71,2,3.0,,,,,,,,,,,,
67,4,6.0,13.0,155.0,162.0,169.0,185.0,221.0,241.0,,,,,
70,5,29.0,67.0,181.0,209.0,,,,,,,,,
65,7,178.0,179.0,,,,,,,,,,,
19,8,9.0,,,,,,,,,,,,
35,10,217.0,,,,,,,,,,,,
41,11,64.0,65.0,66.0,,,,,,,,,,
7,12,92.0,242.0,243.0,,,,,,,,,,
8,14,15.0,16.0,,,,,,,,,,,
11,17,18.0,19.0,20.0,21.0,,,,,,,,,
9,22,23.0,24.0,27.0,28.0,,,,,,,,,
56,25,26.0,52.0,157.0,,,,,,,,,,
13,30,31.0,32.0,33.0,34.0,35.0,36.0,37.0,,,,,,
10,38,39.0,,,,,,,,,,,,
62,40,102.0,105.0,132.0,211.0,,,,,,,,,
38,41,59.0,,,,,,,,,,,,
49,42,43.0,45.0,,,,,,,,,,,
39,44,46.0,133.0,,,,,,,,,,,
59,47,130.0,131.0,,,,,,,,,,,
12,48,49.0,50.0,51.0,,,,,,,,,,
46,53,54.0,55.0,,,,,,,,,,,
48,56,57.0,58.0,68.0,,,,,,,,,,
29,60,62.0,,,,,,,,,,,,
50,61,134.0,136.0,144.0,,,,,,,,,,
36,63,83.0,218.0,,,,,,,,,,,
5,69,70.0,71.0,,,,,,,,,,,
4,72,73.0,74.0,,,,,,,,,,,
3,75,81.0,82.0,85.0,88.0,,,,,,,,,
2,76,77.0,78.0,79.0,80.0,93.0,,,,,,,,
40,84,184.0,220.0,,,,,,,,,,,
37,86,,,,,,,,,,,,,
34,87,148.0,226.0,,,,,,,,,,,
26,89,191.0,,,,,,,,,,,,
1,90,91.0,94.0,95.0,,,,,,,,,,
55,96,97.0,98.0,,,,,,,,,,,
61,99,100.0,101.0,,,,,,,,,,,
47,103,104.0,106.0,107.0,108.0,,,,,,,,,
43,109,110.0,113.0,114.0,116.0,,,,,,,,,
42,111,112.0,115.0,,,,,,,,,,,
53,117,119.0,,,,,,,,,,,,
45,118,120.0,121.0,123.0,,,,,,,,,,
44,122,124.0,125.0,126.0,,,,,,,,,,
51,127,128.0,129.0,,,,,,,,,,,
58,135,137.0,,,,,,,,,,,,
57,138,141.0,142.0,143.0,145.0,,,,,,,,,
60,139,140.0,146.0,147.0,,,,,,,,,,
54,149,150.0,151.0,152.0,153.0,154.0,,,,,,,,
52,156,212.0,,,,,,,,,,,,
68,158,161.0,166.0,175.0,176.0,,,,,,,,,
21,159,160.0,223.0,,,,,,,,,,,
73,163,164.0,,,,,,,,,,,,
63,165,167.0,168.0,171.0,172.0,213.0,214.0,215.0,216.0,225.0,229.0,230.0,231.0,232.0
69,170,173.0,174.0,,,,,,,,,,,
30,177,244.0,,,,,,,,,,,,
66,180,193.0,194.0,195.0,196.0,197.0,210.0,,,,,,,
27,182,208.0,,,,,,,,,,,,
28,183,219.0,,,,,,,,,,,,
33,186,222.0,,,,,,,,,,,,
20,187,192.0,,,,,,,,,,,,
32,188,224.0,,,,,,,,,,,,
25,189,228.0,,,,,,,,,,,,
31,190,227.0,,,,,,,,,,,,
64,198,199.0,200.0,201.0,202.0,203.0,204.0,205.0,206.0,207.0,,,,
18,233,234.0,237.0,238.0,,,,,,,,,,
23,235,236.0,239.0,240.0,,,,,,,,,,
15,245,250.0,255.0,259.0,265.0,,,,,,,,,
14,246,248.0,257.0,261.0,,,,,,,,,,
16,247,252.0,256.0,262.0,,,,,,,,,,
17,249,251.0,253.0,254.0,258.0,260.0,263.0,264.0,,,,,,
24,266,269.0,,,,,,,,,,,,
22,267,270.0,,,,,,,,,,,,
6,268,271.0,,,,,,,,,,,,
