Unnamed: 0,class,prob alternative,farness,colors,model perf,class perf,n labels
0,0,0.0239076903040624,0.1976205665104751,#fd7e14,0.9771,0.0,2
1,0,0.0235308739067548,0.1085957237747921,#fd7e14,0.9771,0.0,2
2,0,0.0236178427473599,0.2166951466789151,#fd7e14,0.9771,0.0,2
3,0,0.023743210828403,0.0508928951619852,#fd7e14,0.9771,0.0,2
4,0,0.0247358786833317,0.0424887577311328,#fd7e14,0.9771,0.0,2
5,0,0.0236855100730996,0.0926020018455047,#fd7e14,0.9771,0.0,2
6,0,0.0235792454206395,0.2358489037368023,#fd7e14,0.9771,0.0,2
7,0,0.0235329202144404,0.2856317320851492,#fd7e14,0.9771,0.0,2
8,0,0.0236077560098631,0.0041348414086098,#fd7e14,0.9771,0.0,2
9,0,0.0237798611271721,0.0,#fd7e14,0.9771,0.0,2
10,0,0.0235661662576557,0.1430756193527329,#fd7e14,0.9771,0.0,2
11,0,0.0317212962376718,0.0022553635264825,#fd7e14,0.9771,0.0,2
12,0,0.0250292262554959,0.0015035749761564,#fd7e14,0.9771,0.0,2
13,0,0.0235721461240363,0.0,#fd7e14,0.9771,0.0,2
14,0,0.0243735334113617,0.1311862868010676,#fd7e14,0.9771,0.0,2
15,0,0.0243457071094461,0.0,#fd7e14,0.9771,0.0,2
16,0,0.023551270317759,0.0276943684654449,#fd7e14,0.9771,0.0,2
17,0,0.0235376999536384,0.0,#fd7e14,0.9771,0.0,2
18,0,0.9854674117734402,1.3860770981825383,#446e9b,0.9771,0.0,2
19,0,0.0269012770468371,0.2658481893907424,#fd7e14,0.9771,0.0,2
20,0,0.0237382202938292,0.0,#fd7e14,0.9771,0.0,2
21,0,0.0236198435670033,0.6112669261661507,#fd7e14,0.9771,0.0,2
22,0,0.024451603541226,0.040983873056117,#fd7e14,0.9771,0.0,2
23,0,0.0235307984700557,0.3866969254521828,#fd7e14,0.9771,0.0,2
24,0,0.0236350284697021,0.1385199596157611,#fd7e14,0.9771,0.0,2
25,0,0.0240150484992228,0.1225971345057592,#fd7e14,0.9771,0.0,2
26,0,0.0236370193489292,0.4323465502052223,#fd7e14,0.9771,0.0,2
27,0,0.0243738042487577,0.1017920862712771,#fd7e14,0.9771,0.0,2
28,0,0.0240967226009241,0.0,#fd7e14,0.9771,0.0,2
29,0,0.0265877909289494,0.1056972818889626,#fd7e14,0.9771,0.0,2
30,0,0.024841272885931,0.0,#fd7e14,0.9771,0.0,2
31,0,0.0239614477736899,0.0,#fd7e14,0.9771,0.0,2
32,0,0.0237624417325255,0.0608069170203063,#fd7e14,0.9771,0.0,2
33,0,0.0236381173259348,0.0,#fd7e14,0.9771,0.0,2
34,0,0.023811930185528,0.0,#fd7e14,0.9771,0.0,2
35,0,0.0252419629467422,0.0,#fd7e14,0.9771,0.0,2
36,0,0.0236526325997591,0.0,#fd7e14,0.9771,0.0,2
37,0,0.0245539206116698,0.1029256901882079,#fd7e14,0.9771,0.0,2
38,0,0.0238177785922967,0.0,#fd7e14,0.9771,0.0,2
39,0,0.0237035443538536,0.0016288729973886,#fd7e14,0.9771,0.0,2
40,0,0.0240855184303708,0.1277747648575678,#fd7e14,0.9771,0.0,2
41,0,0.0246120736374303,0.124491000955459,#fd7e14,0.9771,0.0,2
42,0,0.0241427614687846,0.085305900252794,#fd7e14,0.9771,0.0,2
43,0,0.0238241673346934,0.1063273015797656,#fd7e14,0.9771,0.0,2
44,0,0.023730698155357,0.0,#fd7e14,0.9771,0.0,2
45,0,0.0237703895793048,0.0411092765203977,#fd7e14,0.9771,0.0,2
46,0,0.0241002216767702,0.0,#fd7e14,0.9771,0.0,2
47,0,0.0238247238394747,0.0260649074596347,#fd7e14,0.9771,0.0,2
48,0,0.0248709619643259,0.0866892829203044,#fd7e14,0.9771,0.0,2
49,0,0.0236839902449887,0.0036336461526493,#fd7e14,0.9771,0.0,2
50,0,0.0267062182673207,0.2868065625989975,#fd7e14,0.9771,0.0,2
51,0,0.0247388597832365,0.0,#fd7e14,0.9771,0.0,2
52,0,0.0238570548501431,0.0,#fd7e14,0.9771,0.0,2
53,0,0.0238318866260702,0.0910920719144947,#fd7e14,0.9771,0.0,2
54,0,0.0241058292687266,0.089079154415086,#fd7e14,0.9771,0.0,2
55,0,0.0239507105740402,0.0,#fd7e14,0.9771,0.0,2
56,0,0.0245865060235528,0.0,#fd7e14,0.9771,0.0,2
