,0,1,2,3,4,5,6,7,8,9,10,11,12,13
2,0,1.0,,,,,,,,,,,,
56,2,3.0,244.0,,,,,,,,,,,
49,4,11.0,220.0,,,,,,,,,,,
51,5,83.0,217.0,,,,,,,,,,,
11,6,13.0,161.0,184.0,192.0,196.0,209.0,210.0,221.0,241.0,,,,
5,7,177.0,178.0,,,,,,,,,,,
38,8,9.0,,,,,,,,,,,,
39,10,64.0,158.0,,,,,,,,,,,
13,12,92.0,242.0,243.0,,,,,,,,,,
20,14,15.0,16.0,,,,,,,,,,,
33,17,18.0,19.0,20.0,21.0,,,,,,,,,
18,22,23.0,24.0,27.0,28.0,,,,,,,,,
19,25,26.0,52.0,68.0,,,,,,,,,,
34,29,38.0,39.0,40.0,,,,,,,,,,
32,30,31.0,32.0,33.0,34.0,35.0,36.0,37.0,,,,,,
24,41,59.0,155.0,211.0,212.0,,,,,,,,,
21,42,43.0,44.0,45.0,46.0,132.0,133.0,,,,,,,
59,47,130.0,131.0,,,,,,,,,,,
14,48,49.0,50.0,51.0,,,,,,,,,,
17,53,54.0,55.0,56.0,57.0,58.0,96.0,97.0,98.0,,,,,
23,60,61.0,62.0,,,,,,,,,,,
50,63,218.0,,,,,,,,,,,,
22,65,66.0,183.0,,,,,,,,,,,
61,67,99.0,100.0,,,,,,,,,,,
15,69,70.0,71.0,72.0,73.0,74.0,,,,,,,,
69,75,81.0,82.0,84.0,85.0,88.0,,,,,,,,
68,76,77.0,78.0,79.0,80.0,93.0,,,,,,,,
54,86,,,,,,,,,,,,,
53,87,147.0,226.0,,,,,,,,,,,
44,89,190.0,,,,,,,,,,,,
67,90,91.0,94.0,95.0,,,,,,,,,,
31,101,120.0,123.0,126.0,,,,,,,,,,
27,102,103.0,105.0,,,,,,,,,,,
25,104,106.0,107.0,,,,,,,,,,,
62,108,143.0,145.0,149.0,176.0,,,,,,,,,
55,109,110.0,113.0,114.0,115.0,116.0,,,,,,,,
28,111,112.0,,,,,,,,,,,,
30,117,118.0,121.0,,,,,,,,,,,
29,119,122.0,124.0,125.0,,,,,,,,,,
26,127,128.0,129.0,,,,,,,,,,,
57,134,135.0,136.0,,,,,,,,,,,
66,137,140.0,141.0,142.0,,,,,,,,,,
60,138,139.0,,,,,,,,,,,,
63,144,146.0,,,,,,,,,,,,
58,148,150.0,151.0,,,,,,,,,,,
65,152,153.0,156.0,,,,,,,,,,,
10,154,179.0,193.0,194.0,195.0,,,,,,,,,
3,157,159.0,160.0,162.0,163.0,165.0,174.0,175.0,,,,,,
1,164,166.0,167.0,170.0,171.0,213.0,214.0,215.0,216.0,225.0,229.0,230.0,231.0,232.0
41,168,169.0,,,,,,,,,,,,
40,172,173.0,180.0,,,,,,,,,,,
45,181,208.0,,,,,,,,,,,,
52,182,219.0,,,,,,,,,,,,
48,185,222.0,,,,,,,,,,,,
37,186,191.0,223.0,,,,,,,,,,,
47,187,224.0,,,,,,,,,,,,
43,188,228.0,,,,,,,,,,,,
46,189,227.0,,,,,,,,,,,,
4,197,198.0,199.0,203.0,205.0,207.0,,,,,,,,
6,200,201.0,202.0,204.0,206.0,,,,,,,,,
7,233,234.0,237.0,238.0,,,,,,,,,,
9,235,236.0,,,,,,,,,,,,
8,239,240.0,,,,,,,,,,,,
35,245,247.0,252.0,255.0,256.0,262.0,263.0,,,,,,,
16,246,249.0,251.0,258.0,261.0,264.0,,,,,,,,
36,248,250.0,254.0,257.0,259.0,265.0,,,,,,,,
64,253,260.0,,,,,,,,,,,,
42,266,269.0,,,,,,,,,,,,
12,267,268.0,270.0,271.0,,,,,,,,,,
