,0,1,2,3,4,5,6,7,8,9,10,11,12,13
19,0,1,,,,,,,,,,,,
18,2,3,,,,,,,,,,,,
16,4,6,185.0,221.0,,,,,,,,,,
31,5,13,60.0,,,,,,,,,,,
75,7,178,179.0,,,,,,,,,,,
23,8,9,,,,,,,,,,,,
41,10,217,,,,,,,,,,,,
32,11,65,66.0,,,,,,,,,,,
12,12,70,92.0,242.0,243.0,268.0,271.0,,,,,,,
3,14,15,16.0,,,,,,,,,,,
5,17,18,19.0,20.0,21.0,,,,,,,,,
1,22,23,,,,,,,,,,,,
2,24,27,28.0,,,,,,,,,,,
27,25,26,,,,,,,,,,,,
7,29,67,209.0,,,,,,,,,,,
8,30,31,32.0,33.0,34.0,35.0,36.0,37.0,,,,,,
6,38,39,,,,,,,,,,,,
4,40,42,61.0,64.0,132.0,156.0,211.0,212.0,241.0,,,,,
33,41,59,,,,,,,,,,,,
28,43,44,,,,,,,,,,,,
29,45,46,133.0,,,,,,,,,,,
59,47,130,131.0,140.0,,,,,,,,,,
10,48,49,50.0,51.0,,,,,,,,,,
67,52,96,157.0,,,,,,,,,,,
68,53,54,55.0,,,,,,,,,,,
9,56,57,58.0,,,,,,,,,,,
42,62,63,83.0,177.0,,,,,,,,,,
44,68,86,87.0,148.0,,,,,,,,,,
11,69,71,72.0,73.0,74.0,,,,,,,,,
15,75,81,82.0,85.0,88.0,,,,,,,,,
14,76,77,78.0,79.0,80.0,93.0,,,,,,,,
30,84,184,220.0,,,,,,,,,,,
37,89,191,,,,,,,,,,,,
13,90,91,94.0,95.0,,,,,,,,,,
66,97,98,,,,,,,,,,,,
55,99,100,101.0,,,,,,,,,,,
52,102,103,105.0,,,,,,,,,,,
53,104,108,127.0,128.0,129.0,,,,,,,,,
60,106,107,,,,,,,,,,,,
69,109,113,114.0,115.0,116.0,,,,,,,,,
51,110,111,112.0,,,,,,,,,,,
54,117,118,120.0,121.0,,,,,,,,,,
64,119,134,136.0,144.0,,,,,,,,,,
56,122,123,124.0,125.0,126.0,,,,,,,,,
63,135,137,,,,,,,,,,,,
58,138,139,141.0,,,,,,,,,,,
62,142,143,,,,,,,,,,,,
57,145,146,147.0,,,,,,,,,,,
65,149,150,151.0,152.0,,,,,,,,,,
61,153,154,244.0,,,,,,,,,,,
72,155,180,193.0,194.0,195.0,196.0,197.0,210.0,,,,,,
17,158,161,163.0,,,,,,,,,,,
22,159,160,,,,,,,,,,,,
76,162,169,181.0,201.0,202.0,,,,,,,,,
70,164,166,175.0,176.0,,,,,,,,,,
71,165,167,168.0,171.0,172.0,213.0,214.0,215.0,216.0,225.0,229.0,230.0,231.0,232.0
74,170,173,174.0,,,,,,,,,,,
35,182,208,218.0,,,,,,,,,,,
34,183,219,,,,,,,,,,,,
40,186,222,,,,,,,,,,,,
21,187,192,223.0,,,,,,,,,,,
39,188,224,,,,,,,,,,,,
36,189,228,,,,,,,,,,,,
38,190,227,,,,,,,,,,,,
73,198,199,200.0,203.0,204.0,205.0,206.0,207.0,,,,,,
43,226,235,,,,,,,,,,,,
20,233,234,236.0,237.0,238.0,,,,,,,,,
26,239,240,,,,,,,,,,,,
49,245,255,262.0,,,,,,,,,,,
45,246,248,257.0,261.0,,,,,,,,,,
50,247,252,256.0,263.0,,,,,,,,,,
48,249,253,258.0,,,,,,,,,,,
46,250,254,259.0,265.0,,,,,,,,,,
47,251,260,264.0,,,,,,,,,,,
24,266,269,,,,,,,,,,,,
25,267,270,,,,,,,,,,,,
