,0,1,2,3,4,5,6,7,8,9,10,11,12,13
41,0,1.0,,,,,,,,,,,,
40,2,3.0,,,,,,,,,,,,
6,4,29.0,67.0,209.0,,,,,,,,,,
74,5,13.0,60.0,,,,,,,,,,,
76,6,185.0,210.0,221.0,,,,,,,,,,
8,7,178.0,179.0,,,,,,,,,,,
39,8,9.0,,,,,,,,,,,,
59,10,217.0,,,,,,,,,,,,
47,11,64.0,65.0,66.0,,,,,,,,,,
2,12,70.0,92.0,242.0,243.0,268.0,271.0,,,,,,,
13,14,15.0,16.0,,,,,,,,,,,
7,17,18.0,19.0,20.0,21.0,,,,,,,,,
11,22,23.0,40.0,42.0,132.0,,,,,,,,,
10,24,27.0,28.0,,,,,,,,,,,
43,25,26.0,,,,,,,,,,,,
4,30,31.0,32.0,33.0,34.0,35.0,36.0,37.0,,,,,,
5,38,39.0,,,,,,,,,,,,
49,41,59.0,,,,,,,,,,,,
44,43,44.0,,,,,,,,,,,,
45,45,46.0,,,,,,,,,,,,
34,47,130.0,131.0,,,,,,,,,,,
3,48,49.0,50.0,51.0,,,,,,,,,,
30,52,96.0,97.0,98.0,,,,,,,,,,
35,53,54.0,55.0,,,,,,,,,,,
12,56,57.0,58.0,,,,,,,,,,,
9,61,156.0,211.0,212.0,241.0,,,,,,,,,
60,62,63.0,83.0,177.0,,,,,,,,,,
62,68,133.0,,,,,,,,,,,,
1,69,71.0,72.0,73.0,74.0,,,,,,,,,
15,75,81.0,82.0,85.0,88.0,,,,,,,,,
14,76,77.0,78.0,79.0,80.0,93.0,,,,,,,,
48,84,184.0,220.0,,,,,,,,,,,
63,86,,,,,,,,,,,,,
61,87,148.0,226.0,,,,,,,,,,,
55,89,191.0,,,,,,,,,,,,
64,90,91.0,94.0,95.0,,,,,,,,,,
26,99,100.0,101.0,,,,,,,,,,,
24,102,103.0,104.0,105.0,108.0,,,,,,,,,
46,106,107.0,,,,,,,,,,,,
36,109,113.0,114.0,115.0,116.0,,,,,,,,,
23,110,111.0,112.0,,,,,,,,,,,
25,117,118.0,120.0,121.0,,,,,,,,,,
51,119,134.0,136.0,144.0,,,,,,,,,,
22,122,123.0,124.0,125.0,126.0,,,,,,,,,
27,127,128.0,129.0,139.0,,,,,,,,,,
50,135,137.0,,,,,,,,,,,,
33,138,140.0,141.0,,,,,,,,,,,
29,142,143.0,,,,,,,,,,,,
32,145,146.0,147.0,,,,,,,,,,,
31,149,150.0,151.0,152.0,,,,,,,,,,
28,153,154.0,157.0,244.0,,,,,,,,,,
75,155,180.0,193.0,194.0,195.0,196.0,197.0,,,,,,,
77,158,161.0,163.0,,,,,,,,,,,
38,159,160.0,,,,,,,,,,,,
73,162,169.0,181.0,,,,,,,,,,,
71,164,166.0,175.0,176.0,,,,,,,,,,
69,165,167.0,168.0,171.0,172.0,213.0,214.0,215.0,216.0,225.0,229.0,230.0,231.0,232.0
72,170,173.0,174.0,,,,,,,,,,,
53,182,208.0,218.0,,,,,,,,,,,
52,183,219.0,,,,,,,,,,,,
58,186,222.0,,,,,,,,,,,,
37,187,192.0,223.0,,,,,,,,,,,
57,188,224.0,,,,,,,,,,,,
54,189,228.0,,,,,,,,,,,,
56,190,227.0,,,,,,,,,,,,
70,198,199.0,200.0,201.0,202.0,203.0,204.0,205.0,206.0,207.0,,,,
65,233,234.0,237.0,238.0,,,,,,,,,,
68,235,236.0,,,,,,,,,,,,
67,239,240.0,,,,,,,,,,,,
20,245,255.0,262.0,,,,,,,,,,,
16,246,248.0,257.0,261.0,,,,,,,,,,
21,247,252.0,256.0,263.0,,,,,,,,,,
19,249,253.0,258.0,,,,,,,,,,,
17,250,254.0,259.0,265.0,,,,,,,,,,
18,251,260.0,264.0,,,,,,,,,,,
42,266,269.0,,,,,,,,,,,,
66,267,270.0,,,,,,,,,,,,
